incoming,text
"Murder Meat.","You sniff and then rub your eyes. The tears come quickly.\n\nMeat falls for it. ""Oh hey, hey, Zoe."" He hugs you.\n\nNow, the voice hisses.\n\nYou place your head against his neck. You hear the pumping of an artery. You smell blood. \n\nYou turn and savagely rip into his neck with a sickening bite. Meat's scream becomes a gurgle as you pull away, ripping away the skin and his cartoid.\n\nHe stumbles away fom you, hand pressed agaisnt his neck, but it's no good. He trips over a cable and falls back onto the floor.\n\nHe reaches toward you but then drops his arm. He's dead.\n\nNow, the voice says, the other two.\n\n1. [[Find Neil.]]\n"
"End Ryan's pain.","You take careful aim and fire a single shot that pierces Ryan's visor and kills him instantly. The squad vital monitor shrieks at you as he flatlines.\n\nThe beast roars again and then you catch a glimpse of the monster’s hideous, reptilian face as it darts out and closes its jaws around Ryan’s head. Like fingers plucking a grape from a vine, the beast rips out your squadmate’s head leaving a bloody stump. \n\nYou flee.\n\nLooking over your shoulder, you watch as what’s left of Ryan is pulled out of sight.\n\nYou run and run and run. You lose feeling in your legs but somehow keep going full speed anyway. Near the end, you swear that your heart is going to burst and that your lungs will catch on fire, but eventually you stumble out of the tunnel into the irradiated light of dusk.\n\nAcross the way, you can see Meat assisting a limping Markie. Behind them, you glimpse small purple mushroom shapes scuttling across the ground. You run toward your squadmates. You’ve covered half the distance when, looking up, you see the Speedwell descending.\n\nWhen you reach them, Meat hands Markie off to you and turns to fires several rounds at the crab creatures. He tags all of them except for one. \n\nYou watch helplessly as the little bastard leaps through the air and, with tentacles shooting out from its underbelly, wraps itself around Markie’s arm.\n\nShe screams in pain. You whip out your empty pistol and bash the monster’s dome inward. The creature lets go of her arm and falls to the ground, legs squiggling. Its agony is short-lived, as Meat puts three rounds into the soft underbelly.\n\n""Fucking fuck."" He kicks the crab.\n\nYou turn to Markie, who’s holding her arm. \n\n1.[[""Your suit's ripped.""]]"
"Touch his shoulder.","He stops punching the wall. Blood drips from his fingers. He breathes heavily.\n\n""He’s dead…because of us.""\n\n1.[[""I know. Now let’s make it count.""]]\n2.[[""Nobody could have predicted that.""]]\n"
"Shoot it!","You fire several rounds as well, tearing off her other arm. Still, the body convulses. You watch as Neil turns to run to the kitchen. He’s a foot away from the door when a grey tentacle shoots out of the body’s back and impales him through the chest. It whirls him about and throws him through the kitchen door.\n\n""Fuck it, run! Run!"" Meat yells. He drops the rifle and runs into the kitchen. You aren’t far behind, jumping over a low slash from the tentacle. Right before you step inside, you see another writhing tentacle erupt from her body.\n\nYou slam the door and turn around. Meat is looking over the bloody hole in Neil’s chest. Blood is dripping from the corner of Neil’s mouth. You hear another stretching sound follow by a splash outside. Another tentacle.\n\n""Fuck me, fuck fuck fuck,"" Meat says, his voice dripping with guilt. ""I’m so sorry.""\n\nNeil looks up at him. ""Not your fault, big man. Wasn’t fast enough…""\n\nHis wound looks deep.\n\nHe turns to you. ""Zo...Zoe, come here.""\n\nYou lean down.\n\n""Cockpit. Computer login is…"" he coughs up some blood. ""login is ‘K-O-N-A-M-I. Got it?""\n\n1.[[""Shhh. I got it, Neil. Just rest.""]]"
"""You won't find any sympathy with me. Do it yourself.""","""Very well,"" she says. She lifts the scalpel to her neck and pulls it across. She gasps as blood streams down neck. She falls to the floor and chokes.\n\nYou watch until she expires. You leave the room to find the captain and Neil in the hallway examining Meat's corpse.\n\nThey look at you. ""Where's Strauss?"" Salvucci demands.\n\n1.[[""She was infected. She killed Meat out of cowardice.""]]\n2.[[Take no chances: kill both of them.]]"
"""Neil and Markie are dead.""","""Shit. Make your way back to the hall.""\n\nYou do so. Meat and Salvucci are below you, waiting. Meat won't look you in the face.\n\n""Are you sure it's dead?"" Salvucci asks.\n\n1.[[""Yeah, they're not getting back up.""]]\n"
"""Let's get the fuck home, eh?""","""Yeah, let’s.""\n\nThe two of you walk back through the hallway leading to the hanger and then to the cockpit. The bodies of your crew are still there. Meat stares at them.\n\n""Do you think if we had made different choices, they'd still be alive?""\n\n1.[[""We're alive. What else matters?""]]\n2.[[""Meat, I don't know, okay?""]]\n"
"""We check out the vents.""","Salvucci nods. ""That's a viable plan. We'll all enter the ventilation and hunt it down.""\n\n""All of us?"" Neil asks.\n\n""Yes, pilot. All of us.""\n\n""Do I get, like, a weapon at least?""\n\n""Here."" Meat says, shoving his own pistol into Neil's hands.\n\n""Bro, I've never used one of these.""\n\n""Well, if it makes you feel better, it wouldn't help much anyway. Bitch is a bullet sponge.""\n\n""Oh good, you know for a minute there I thought I might actually have decent odds for survival.""\n\n""Quit bickering,"" Salvucci says sternly. ""We'll go for the vent in the central hallway. From there we can spread out and cover the whole ship.""\n\nYou all make your way to the central vent, located in the belly of the ship. Salvucci pushes a button on the wall; the vent shrieks open and down pops a ladder.\n\n""I'll go north. Travis, you're with me. Julia and Neil, you go south. We meet back here in twenty minutes. If you spot it, call for help.""\n\nYou watch as Meat and Salvucci ascend the ladder. You and Neil wait a minute and then go up. \n\nThe shaft is tight, but both of you manage to fit, with you at the front. You crawl slowly, pistol in hand.\n\n""You know,"" Neil says after you've been crawling for five minutes, ""I never thought I'd go out like this. I thought that it'd be from a heart attack...in a bathroom or something, nude on a tile floor, ass up in the air.""\n\n1.[[""Neil. Shut the fuck up.""]]\n2.[[""Oh do tell.""]]"
"""It wiggled a lot.""","""Helpful information,"" Strauss says.\n\n""Great. If it’s not dead, we’re fucked. All we got left is your pistol. I’m guessing you’re down to two clips.""\n\nYou pop the clip out of your pistol to show him it’s the last one.\n\n""Shit.""\n\n""We don’t know if it’s alive. If it is, we’ll improvise.""\n\n""Great, I wonder who’ll die next time thanks to our masterful improvisation skills.""\n\nStrauss says nothing. \n\nA few minutes later you reach the cockpit door. Ben’s body is still there, as are the burnt remains of the captain.\n\n""Well, that’s good, all things considered,"" says Meat. You notice that Strauss is deliberately looking away from Ben’s smashed skull.\n\nThe three of you step into the cockpit. You slam the door behind you.\n\n""Here’s the computer.""\n\nYou step over to the main console. A password screen greets you. You type in ""KONAMI.""\n\nThe screen changes to a selection of menus.\n\n""There’s the autopilot,"" says Strauss. She touches the screen and selects NEW AUSTIN.""\n\n""We done?"" Meat asks.\n\n""Yeah, I think we’re set.""\n\n""Good.""\n\nAll of you approach the door.\n\n""Now let’s get out of here before that fucking thing corn—"" \n\nA tentacle sweeps through the door as soon as it opens and brushes all of you aside with a mighty swing. You all going flying across the room. You slam into the viewport, cracking the glass, and then fall to the floor. Looking up you see the thing step into view: it’s monstrous, with a muscular human abdomen. \n\nThe thing’s face is distinctly unhuman with countless slitted eyes glaring at you. The monster’s mouth is a vortex of meat and sharp teeth. Four tentacles protrude from its back, each one moving like a rattlesnake.\n\n""No!"" you hear Strauss scream as one of the tentacles darts out and wraps itself around her neck. It lifts her into the air and pulls her toward its master. You turn to look at Meat who’s paralyzed with fear, watching one of the tentacles dance above him.\n\nYou reach for your pistol.\n\n1. [[Help Meat.]]\n2. [[Help Strauss.]]\n3. [[Leave them to die.]]"
"""I have faith.""","""Then that makes you an even bigger idiot than I thought you already were.""\n\n""When are they supposed to be back?"" Neil asks before you can reply to Strauss.\n\n""An hour from when we left,"" Strauss says.\n\n""How long ago was that?""\n\n""I don’t know. I’m a doctor, not a timekeeper.""\n\n""Sheesh. Well, okay, so what should we do to pass the time?""\n\n""Time’s going to pass regardless of what we do with it.""\n\n""Right. So you’re going to sulk over there in the corner. Fine.""\n\nHe turns to you. ""Julia?""\n\n1.\t[[Rock, Paper, Scissors]]\n2.\t[[Tic-Tac-Toe]]\n3.\t[[Also sulk in silence]]\n"
"""Yeah, so let's make it count.""","He doesn't meet your eyes. ""Whatever. We need...we need to get this boat moving again. He gave you a password, right? Let's hope that console has autopilot or some shit. Worry about that motherfucker then.""\n\nThe two of you make your way toward the cockpit.\n\nA few minutes later you reach the cockpit door. Ben’s body is still there, as are the burnt remains of the captain.\n""Well, that’s good, all things considered,"" says Meat. You step into the cockpit. The door slides shut behind you.\n\n""Here’s the computer.""\n\nYou step over to the main console. A password screen greets you. You type in ""KONAMI.""\n\nThe screen changes to a selection of menus.\n\n""Here we go: autopilot"" says Meat. He touches the screen and selects NEW AUSTIN. You head for the door.\n\n""Alright, good. We're set. Let's get the hell out of her--""\nA tentacle sweeps through the door as soon as it opens and brushes both of you aside with a mighty swing. \n\nYou slam into the viewport, cracking the glass, and then fall to the floor. Looking up, you see the thing step into view: it’s monstrous, with a greekly perfect human abdomen. The thing’s face is distinctly unhuman with countless, slitted eyes glaring at you. The monster’s mouth is a vortex of meat and sharp teeth. Four tentacles protrude from its back, each one moving like a rattle snake.\n\nYou turn to look at Meat. He's being lifted into the air by one of the tentacles. His face turns red; he's slowly being choked to death.\n\nYou reach for your pistol.\n\n1. [[Risk your life to save Meat.]]\n2. [[Leave Meat to die and save yourself.]]"
"""You're not really going to take her arm off, are you?""","She frowns. ""Protocol states that any possibility of extraterrestrial infection must be removed with prejudice. We don’t know what ungodliness is brewing in that bite, so, yes, I am going to take off her arm. Now stay and watch, or leave us to our work. I don’t care either way.""\n\nYou can’t bear to watch the doctor dismember your comrade, so you leave.\n\nYou’re now standing in the hallway outside of sickbay. Oddly enough, you're hungry.\n\n1. [[Go eat something.]]"
"""Ben's dead too.""","""What the fuck happened?""\n\n""If you must know,"" Strauss says, turning her head to glare at Neil, ""he saved me and I left him to die.""\n\nThe surprise and indignation in Neil’s voice fades. ""Oh.""\n\n""Yes. Now can we please just get back to sickbay?""\n\n""Sure. Sorry.""\n\n1.[[""Neil, stop talking.""]]\n2.[[""Harsh, doc. Harsh.""]]\n\n"
"""Are you okay?""","""Dead. He's dead,"" she says again.\n\nAbove you you hear the roar of the Speedwell's thruster as the ship lands. The sound frightens the fungal crabs back into their home.\n\nYou and Meat help Markie to the ship’s elevator. Meat enters a combination on the keypad and the door slides open.  \n\nInside the elevator, as you ride up, all three of you remove your helmets. You notice for the first time that your face is drenched in sweat.\n\nA ding. The door opens. Captain Jonas Salvucci, an older, muscular man with little patience of tomfoolery, awaits you—his hand wrapped around the pistol in his holster.\nHe takes his hand away from the gun when he sees there’s no threat.\n\n""Get her to sickbay.""\n\nYou nod and help Markie through the hallway of the ship. She's delerious now, stumbling. Behind you, you can hear Salvucci interrogating Meat.\n\n""What happened to Ryan?""\n\n""I dunno. I think the blood on Markie's suit isn't all hers, though.""\n\n""Damn it, Travis. What did you find down there?""\n\nWhen you get to sickbay, both Lenore Strauss, the doctor, and her geeky assistant Ben are prepping the examination table.\n\n""Where’s she wounded?"" Lenore asks, as you help a woozy Markie out of her suit.  \n\nYou glare at Ben as he gawks at her well-toned body. He smiles sheepishly and looks away, cheeks burning red with shame. Markie’s drenched in sweat; she stares around wildly as Lenore straps her in. She examines the bite; it’s just above the elbow, an inflamed bulging of the skin.\n\n""And I was young and we were running,"" Markie rambles, ""eyes bouncing up and down the shore while the sun cooked the corpses of washed up jellyfish.""\n\nYou turn to Lenore, who’s prepping some kind of tool.\n\n1.[[""What’s she saying?""]]\n2.[[""What is that?""]]"
"Shoot the creatures.","You fire several shots into the sea of creatures and even kill a few, but they still surge toward you.\n\n""What are you doing? Run!""\n\nYou both retreat. ""Neil,"" you hear Meat yell over the comm. ""Bring the Speedwell to the LZ. We need some fucking help here.""\n\n""Coming as fast I can,"" Neil says.\n\nYou run and run and run. You surge ahead of Markie and lose feeling in your legs, but somehow you keep going full speed anyway. Near the end, you swear that your heart is going to burst and that your lungs will catch on fire, but eventually you stumble out of the tunnel into the irradiated light of dusk.\n\nAcross the way, you see Meat running by himself. Ryan is nowhere to be seen. You’ve covered half the distance to Meat when, looking up, you see the Speedwell beginning its descent.\n\nYou're almost to him when you hear Markie scream. Turning, you see her fling one of those crab creatures across the ground.\n\n""Fuck!"" she yells.\n\nMeat blasts the creature into pieces. The two of you rush over to her. She's holding her arm.\n\n""It got me,"" she says; there's fear in her voice. She turns to Meat. ""Where's Ryan?""\n\n""Goddamn fucking thing ate him. It ATE him.""\n\nMeat's answer fills you with cold. Ryan is dead. No one that close to you has ever died before. Your vision becomes unfocused. \n\nA slap on the arm brings you back.\n\n""We've got company, Julia. I need you here and now,"" Meat says, nodding at the mouth of the cave where the crab creatures are gathering. There must be thousands of them. Luckily, behind you the Speedwell is landing.\n\nMeat fires several shots at the crabs, but they don't seem to be leaving the cave anyway.\n\nYou and Meat help Markie to the ship’s elevator. Meat enters a combination on the keypad and the door slides open. Inside the elevator, as you ride up, all three of you remove your helmets. You notice for the first time that your face is drenched in sweat.\n\nA ding. The door opens. Captain Jonas Salvucci, an older, muscular man with little patience for tomfoolery, awaits you—his hand wrapped around the pistol in his holster.\n\nHe takes his hand away from the gun when he sees there’s no threat.\n\n""Get her to sickbay.""\n\nYou nod and help Markie through the hallway of the ship. Behind you, you can hear Salvucci interrogating Meat.\n\n""What happened to Ryan?""\n\n""He's dead, cap. Something got him.""\n\n""Hell, Travis. What did you find down there?""\n\nWhen you get to sickbay, both Lenore Strauss, the doctor, and her geeky assistant Ben are prepping the examination table.\n\n""Where’s she wounded?"" Lenore asks, as you help a woozy Markie out of her suit.  You glare at Ben as he gawks at her well-toned body. He smiles sheepishly and looks away, cheeks burning red with shame. Markie’s drenched in sweat; she stares around wildly while Lenore straps her in.\n\nShe examines the bite: it’s just above the elbow, an inflamed bulging of the skin.\n\n""And I was young and we were running,"" Markie rambles, ""eyes bouncing up and down the shore  while the sun cooked the corpses of washed up jellyfish.""\n\nYou turn to Lenore, who’s prepping some kind of tool.\n\n1.[[""What’s she saying?""]]\n2.[[""What is that?""]]\n\n\n\n"
"""See you on Mars.""","You slide into your chamber and the hatch closes. You quickly fall into slumber. When you wake up, you're surounded by soldiers. One of them, a corporal, is saying something but his words are soundless. He takes you by the arm and guides you up from the pod.\n\nFrom there, you, the captain, and Meat are transported to the military outpost in New Austin. You are all given private rooms and access to nearly anything you could want. You order a steak on the first night and it's delicious.\n\nJust as Meat said, men in suits come and interview you about your experiences on the Speedwell. You answer their questions in as much detail as you can. They thank you for your time and promise you will be released soon.\n\n""Soon"" turns out to be three days later. You, Meat, and Salvucci meet on the base and request a transport to the nearest bar. There, you all drink in almost complete silence, only uttering the name of the lost from time to time.\n\nYou all take seperate cabs home. When you reach your house in the suburbs, you pass your mailbox but decide to check it later. It's only when you swipe your card against the door's reader and hear it unlock that you feel as though you are truly safe. Inside, you shut the door and hang up your coat.\n\nYou go into the living room and sit on the couch. You do nothing but stare at the wall for hours, in a trance of sorts. You rub you finger up and down one of the cushions of your couch. You are alive to do this, but you're not sure you're thankful for that.\n\nYou begin to see a therapist. You make progress--according to him, anyway. You never really shake the memories of your time aboard the Speedwell, but you're able to cope with them.\n\nThat's more than can be said for Captain Salvucci, who eats a bullet on the third anniversary of your return to Mars. You don't go to the funeral.\n\nYou and Meat stay in contact but the emails you send one another are largely going through the motions bullshit. You never send a word to one another that is true. Your failure to connect with him is indicative of your relationship with the rest of humankind. You never marry or even begin what you're comfortable calling a relationship with anyone. For the first ten years or so, this bothers you but you slowly grow comfortable with this new you.\n\nYou become a writer. Your sci-fi erotica, written under a pseudonym, sells well enough for you to live comfortably by yourself and away from everyone. You're mostly happy, but sometimes there's a thought that strikes at you like a whip: you are completely alone.\n\nThe End"
"""Sure, Ryan.""","""Seriously though, I wonder if we’ll find anything down here. I still think it’s erosion. I mean, sure, these tunnels are uh pretty deep, I guess, but erosion can do that, right? Erosion. Yeah.""\n\nYou continue on, the darkness before you giving way to only more darkness. Your suit tells you that twenty minutes have passed, but it feels like an age. Ryan’s chatter isn’t helping.\n\n""Hey, has Markie talked you about me at all? Actually, better question: do you know if she’s dating anyone? I mean, back on Mars.""\n\n1.[[""Sounds like a question you should ask her.""]]\n2.[[""Why are you such a fucking horndog?""]]\n3.[[""Dude.""]]"
"""You're certain?""","He nods. ""Yeah. I mean, it’s probably running around the ship, growing stronger by the minute, y’ know?""\n\nNo one answers him. \n\nHe takes a breath. ""Okay, well, how are we going to do this?""\n\n""We’ll go to the cafeteria—big, open space.""\n\nYou all make your way to the cafeteria, eyes watching the walls and vents. The journey is a safe one. \n\nAll of you step into the cafeteria.\n\nNeil looks out across the tables like a man looking at his own grave.\n\n""I always thought lunchrooms were kind of scary when I was a kids, ‘cause of the bullies and all. Never thought I’d die in one, though.""\n\n""You’ll be fine,"" Meat says. ""We’ll be in the other room. You’re gonna stay in here and use your walkie.""\n\n""To do what?""\n\n""Beg for help,"" Strauss says. ""Cry. Be bait.""\n\n""How’s it gonna hear that?""\n\n""Marki—what used to be Markie has a walkie clipped to her belt,"" Meat says.\n\n""And if she thinks it’s a trap?""\n\n""Then we come up with another plan. It’s animalistic though. I doubt it’ll pass up wounded prey,"" Strauss answers.\n\n""Gee thanks.""\n\n""You'll be fine,"" Meat says as the three of you make your way to the kitchen door.\n\n""I can’t believe this shit.""\n\nYou, Meat, and Strauss step into the kitchen and move away from the door. He turns to you. ""Make sure you have your gun ready, okay? I don’t want Neil to get eaten because we ran dry.""\n\nYou check your pistol to make sure it has a full clip and nod. You all sit silently and listen to Neil in the other room. ""Please help me,"" you hear him beg. ""I can’t find you guys.""\n\nThis goes on for 20 whole minutes, Neil’s acting growing steadily worse. ""I fucking hurt my leg,"" he whimpers.\n\n""A thespian, he is not,"" Strauss says.\n\n""Just let the boy work,"" Meat replies, though it’s clear he’s getting tired of this as well.\n\n""Oh fuck,"" Neil says.\n\n1.[[Answer Neil.]]\n"
"""We draw it out.""","""Okay, with what bait?"" Neil asks.\n\nYou and Meat look at Neil.\n\n""Oh,"" he says, getting it. ""Well fuck that.""\n\n1.[[""Man up already!""]]\n\n"
"""Get a drink.""","""I hear that.""\n\nThe two of you travel by cab to the nearest bar and order your weight in whiskey shots. You laugh as you reminisce about good times with the crew, then you cry as you mourn the tragedy of their deaths. And then comes the silence where you both sit, staring at the table, just drinking as you grapple with the fact that you’re both alive.\n\n""I should get home,"" Meat says. ""Rhonda’s waiting. Give me a call if you need anything, okay?""\n\n1.[[""You too.""]]\n2. [[Nod at him.]]\n"
"Starve.","You can't bring yourself to eat the body of your friend. Instead, you drag his corpse to the bunkroom and close him in so you don't have to look at or smell his corpse.\n\nYou're not far behind him. When it's time for you to go, you climb atop one of the tables and close your eyes. You wake up once, twice, but not the third time. Your sleep is endless.\n\n\nThe End\n"
"Go on home.","""Right. I understand."" She doesn't meet your eyes.\n\nThe cabbie drops you off first at your home in the suburbs.\n""Zoe,"" Strauss says as you get out of the car. ""Take care, okay?""\n\n1.[[""Yeah. You too, doc.""]]\n2.[[Simply nod.]]\n"
"""Yeah.""","""Damn it. Can't do anything about it now but, fuck, they're dead. And they don't have to be.""\n\nHe runs his hand over his face to calm himself. ""What should we do now?""\n\n1.[[""We sleep.""]]\n"
"""What happened?""","""The infection spread,"" Strauss explains.\n\n""What fucking infection?"" Meat interjects.\n\nStrauss turns her cold gaze onto him. ""I don’t know precisely what is in her body, Travis. What I do know is that once I amputated her arm, it lunged at my throat.""\n\n""Bullshit.""\n\n""No, it’s…it’s…true,"" Ben stammers. ""It’s over there. Look.""\n\nThere, lying on the ground, is a black arm with shriveled fingers caked in yellow ooze. You can barely make out three bullet holes.\n\n""Lenore says that Ben saved her life by putting it down,"" Salvucci says.\n\n1.[[""That’s good and all, but what about Markie?""]]\n2.[[""Nice job, Ben.""]]\n"
"Begin","The homeworld is nothing like you thought it would be. The landscape is black as tar and the temperature readings make you thankful for the air conditioning in your suit.\n\nThe crater, the reason for your journey, is dead ahead, a half mile in the distance. You don't mind the trek; this is a far cry from the 35 million miles you and your crew had to traverse for two months.\n\nWhat a long way you’ve come, you muse. But what is an ending but the beginning of another journey, wrote…who wrote that? You wrack your brain for an answer. The answer is just outside the limits of your consciousness, floating. You reach for it, grasp its tail, and then—\n\nSergeant Ryan Benson turns around to look at you.\n\n1.[[""Julia,"" he says.]]\n2.[[""Zoe,"" he says.]]\n\n"
"Don't die yet.","The gunshot echos throughout the hallway. Salvucci slumps against the wall with a bullet in his temple. Smoke drifts upward from the barrel of your pistol.\n\n""God damn it!"" Neil screams. ""Why did he make us do that? It's all gone to shit!""\n\n1.[[""Screaming isn't going to get us anywhere.""]]\n2. [[Shoot Neil too.]]\n"
"Join the creatures.","You awaken in sickbay. Meat is standing over you, a relieved expression on his face. You realize your holster's empty; your pistol is gone.\n\nHe's armed. You feel the warmth of your own body. Something's happening inside.\n\n""You okay, Zoe?""\n\n1. [[Murder Meat.]]"
"""Oedipa.""","""While I appreciate your clever literary reference, that is not, in fact, the password.""\n\nStrauss slams the fist of her unwounded arm against the door.\n\n""Listen here, you little shit. You open this door right now or so help me I’ll put you to sleep, slather whatever honey we have left in the cafeteria on your testicles, and we’ll use you as bait for that fucking monster.""\n\nThe door slides open. Neil’s face, boyish as ever, awaits you and Strauss. He is unharmed.\n\n""It eats honey?""\n\n""I don’t think I’ll ever be able to fathom the depths of your stupidity, pilot.""\n\nNeil frowns; he seems genuinely hurt by the remark.\n\n1.[[""Come on. Let's just go.""]]\n2.[[""Stop dicking around, Neil.""]]\n3.[[""Don't be such a bitch, Strauss.""]]"
"""What, no foam finger for me, pilot?""","""Ah, she's funny, Meat! I forgot how funny she was!"" he yells. Meat, grinning, shushes him.\n\n""Oh, am I too loud?""\n\nSalvucci soon arrives. Everyone, including you, buys each other rounds until you're all bloated and sick and green.\n\nOutside, you vomit in the street while you wait for a cab.\n\n""I'll...I'll get my car later,"" Meat says.\n\nSomehow you all manage to tell the cabbie your respective addresses. You stumble out of the cab at your house and tell the boys you'll call them later.\n\n""Bionic woman!"" Neil shrieks as the cab takes off.\n\nYour house, it turns out, looks the same as it did before you left on your mission. You take two steps into the living room and fall onto the couch. You grip it with your fingers and, face pressed into the cushions, laugh and laugh and laugh.\n\nYou are home. You are alive and you are home. The military sticks you with an analyst job. Though it's quite boring, there's no danger of getting your head chewed off, so ultimately you're fine with it.\n\nSome years pass. You meet a lovely woman named Michelle at work. She asks you out to dinner. You like each other well enough, so you begin to date. Your relationship is a comfortable one that, though emotionally satisfying, often leaves you yearning for excitement.\n\nYour life is quiet, peaceful. You still meet up with Salvucci, Neil, and Meat from time to time at the bar. They like Michelle.\n\nOne night, Meat takes you aside. ""They're nuking earth.""\n\n1. [[""Say what?""]]"
"""We’ve got to go!""","""Meet us at the center of the crater!"" Markie yells over the comm.\n\nYou look at Ryan’s heart monitor; he’s about to flatline. That’s when you hear it: the roar from the black.\n\nYou have a single bullet left.\n\n1. [[Shoot the beast.]]\n2. [[Put Ryan out of his misery.]]\n3. [[Run!]]\n"
"""Don't follow me.""","You hear him call your name as you turn and begin your sprint down the hall.\n\nIdiot, it says. We will win anyway. I offered you evolution, wretch.\n\nBlood drips from your nose. There's a pain in your stomach. You have to hurry.\n\nYou reach the hanger within a minute and seal the door behind you. \n\nYou approach the hanger door and place your hand over the release button. Your legs go numb and you fall to the floor, hand still held against the button. You press it and close your eyes. There's a whoosing sound as air is sucked past you, stinging your cheeks.\n\nThe first thing you feel is the cold. You open your eyes to see the Speedwell in all its glory as you drift away. The thing in your brain screams in anger and despair, but another voice cuts through. ""Just let go,"" Markie says, her voice free of malice and madness.\n\nYou turn away from your ship and peer out across the ocean of [[stars]] to gaze at the sun in the far distance. It's quite pleasant from afar.\n\nYou take her advice.\n\nThe End\n"
"""Are you really going to take her arm off?""","She frowns. ""Protocol states that any possibility of extraterrestrial infection must be removed with prejudice. We don’t know what ungodliness is brewing in that bite, so, yes, I am going to take off her arm. Now stay and watch, or leave us to our work. I don’t care either way.""\n\nYou can’t bear to watch the doctor dismember your comrade, so you leave.\n\nYou’re now standing in the hallway outside of sickbay.\n\n1.[[You go to the mess hall for a bite to eat.]]\n"
"Save Meat.","The hail of bullets clip the tentacle above Meat. It falls to the floor, but the beast itself is unfazed. Meat scrambles over to you.\n\n""We’ve got to go now.""\n\nYou look to Strauss. She’s crying as she’s pulled toward the monster’s face, its mouth stretching to accommodate her head.\n\nYou and Meat run past the monster. As you run, you see Strauss’s face being pressed against all the jagged teeth. You’re turning the corner in the hallway when you hear a sickening snap.\n\n""Keep running! Don’t look back!""\n\nYou both run until Meat, out of breath, stops. You fall to the ground, back against the wall.\n\n""She didn’t deserve to die like that,"" Meat says aloud. ""I didn’t fucking like her, but nobody deserves to go like that.""\n\n1.[[""It was you or her.""]]\n2.[[""No, she didn’t.""]]\n"
"Pair off with Ryan.","""In that case, I’m with Meat. Both groups will hike down the wall and take their respective tunnels. We’ve got the third one on the right,"" she says, pointing. ""You guys take the one over there.""\n\n1.[[""This is kind of a shitty idea.""]]\n2.[[""Aye.""]]"
"""The fuck you think I'm holding up?""","""Yeah, yeah, cut the tough bitch act and level with me: You think we got a chance against this thing? Whatever it is.""\n\nNeil leans in as well, clearly interested in your response.\n\n1.[[""Yeah. We just need to flush it out and kill it…somehow.""]]\n2.[[""I have no idea, guys.""]]\n3.[[""We're utterly fucked.""]]\n\n"
"""To die among the stars? No thanks.""","""What? No, of course not. I'm sending you back to the start, back to Earth with your memory wiped. Give you another shot. Maybe you'll make it out alive this time. Consider it...a reward for your selflessness, I guess.""\n\n1.[[""Let's say I believe you and that this isn't all some dying dream. What's to prevent me from making the same mistakes and ending up back here again?""]]"
"Let him get it out of his system.","He stops punching the wall after a while. Blood drips from his fingers. He breathes heavily.\n\n""He’s dead…because of us.""\n\n1. [[""Yeah? Well, let's make it fucking count.""]]\n2. [[""That's bullshit and you know it.""]]"
"""Yes, Markie I know what an earthworm is.""","""All right! Just checking. Creatures of the homeworld aren't exactly common knowled--did you hear something?""\n\nYou did. \n\nMarkie slowly pulls out her pistol. ""Just in case.""\n\nSuddenly you hear a high pitched whine from the darkness that sends a shiver down your spine. ""Guys, we're not alone,"" Markie says into her comm.\n\n""What's that?"" you hear Ryan say over your comm.\n\n""There's something in here with us.""\n\nShe nods at you and you both slowly back away. You pull out your pistol.\n\n""What is it?"" Meat asks.\n\n""No idea. Whatever it is, we're in its territory. I'm inclined to think we should leave it alone. Let's head back to the ship.""\n\nThe whine again. You focus your eyes and see something moving in the dark.\n\nMarkie sees it as well. ""Oh god, there's too many of them. Fall back!""\n\nShe fires a single shot. The flash of light reveals that the creature isn't one thing, but many things, with feelers and sharp teeth.\n\nThey rush toward you, hundreds of them.\n\n1.[[Shoot the creatures.]]\n2.[[Retreat with Markie.]]"
"""I’m sorry.""","Neil nods at you one last time. You make your way to the vent where Meat has just finished prying off the cover. The gas is thick in the air, making you slightly dizzy.\n\n""Tight fit,"" he says. ""I’ll go first so I can remove the next cover.""\n\nStrauss follows Meat. You look back to see that multiple tentacles have penetrated the door. Neil is pointing the pistol in the air and is breathing hard.\n\nYou force down the feeling of despair in your stomach and crawl through the vent. When you catch up to Strauss and Meat, he’s already kicking a cover.\n\n""Almost got it!"" With one last kick, the cover comes free. Meat grabs Strauss and pulls her through.You emerge into the hallway just in time to feel the ship shake violently.\n\nMeat slams his fist into the wall over and over. Strauss looks on sadly.\n\n1. [[Touch his shoulder.]]\n2. [[Do nothing.]]"
"Approve of Alex.","You and the bride-to-be get along well. She proves to be invaluable emotional support after Jack dies from a stroke.\nShortly after the funeral, Meat comes to visit and stays a couple of weeks.\n\nHe’s bald and uses a cane because of a bum leg. You watch reruns of sitcoms and play chess. You talk of your loved ones and then, unexpectedly, he brings it up.\n\n""Do you ever think of them? The crew?""\n\n1.[[""I do.""]]\n2.[[""I don't.""]]\n3.[[""What's the point?""]]"
