incoming,text
"""Neil. Shut the fuck up.""","""Right. Sorry, Zoe.""\n\n""Andattheboardwalkifound..."" A shiver runs up your spine.\n\n""Uh...what was that?""\n\nYou raise your pistol up in front of you. The weapon's flashlight reveals there's nothing there.\n\n""Was that Mar--HOLY SHIT!""\n\nYou feel Neil scramble up your leg. You turn to see Markie, her face slowly melting on Neil's pants leg.\n\n""Oh shit oh shit oh shit.""\n\nNeil's head is in the way. You can't get a clear shot.\n\n1. [[Shoot anyway.]]\n2. [[Push Neil out of the way and lunge at Markie.]]"
"""What's the point?""","""I dream of them from time to time,"" he says.\n\nThat’s all he says on the matter. The week passes. He leaves. His wife, Rhonda, calls you a week later to tell you he passed away in his sleep. You can’t make the funeral because traveling would worsen your ailing health even more.\n\nYou wait. You spend days watching old movies. You try to make your way through a collection of Christine Love’s works, but you keep losing your focus.\n\nDeath comes when you’re sitting in your loveseat watching a news report on a bridge being built in a neighboring county. It is a quick, painful tremor that starts in your chest and spreads out.\n\nAnd then the dark sets in;you never expected slipping away to be this easy.\n\nThe End\n"
"""We could try our fists.""","""Hah. Yeah, no.""\n\n1.[[""Okay, what about the hanger?""]]"
"""MOVE MORON!""","Before the words can leave your mouth, there’s a whooshing sound, followed by a giant spike tearing through Ryan’s chest, splattering the cave with red. Ryan’s pistol drops to the floor. He moans. \n\nYou cast your light on the protruding spike and realize, as your comrade is slowly being lifted in the air, that it’s a limb of some sort.\n\nMarkie’s voice barks over the comm. ""Zoe! What’s happening!? Ryan’s vitals are dropping."" You fire several shots into the darkness. One of them slaps into Ryan’s arm; his blue eyes gaze at you in shock.\n\nMeat now: ""Zoe? Answer us, girl. What the fuck is going on?""\n\n1.[[""We need to go. Now!""]]\n2.[[""Ryan's chum.""]]\n"
"""This is ridiculously dangerous. Count me in.""","""In any other situation, your reaction would be troubling.""\n\nThe door behind you clangs.\n\n""Shit,"" Strauss says, coating the last bullet. ""At least we don't have to bait it now.\n\nA louder bang now. A tentacle penetrates the door.\n\n""Come on, let's go!""\n\nYou leave through the other sickbay door. In the hallway, she hands you your pistol. You find the viewport. It's a spacious square of glass that takes up half the wall. Behind you there is the sound of giant, reveberating footsteps.\n\n""He's coming. You get near the switch. I'll jump back after you shoot the window."" Strauss positions herself near the window; you stand next to the switch. \n\nThe creature approaches. It growls as it lumbers toward the doctor. Both the monster and Strauss are close to the window now.\n\n1. [[Shoot the viewport.]]\n2. [[Cripple Strauss first.]]"
"Shoot her!","You fire several rounds as well, tearing off her other arm. Still, the body convulses. You watch as Neil turns to run to the kitchen. He’s a foot away from the door when a grey tentacle shoots out of the body’s back and impales him through the chest. It whirls him about and throws him through the kitchen door.\n\n""Fuck it, run! Run!"" Meat yells. He drops the rifle and darts into the kitchen. You aren’t far behind, jumping over a low slash from the tentacle. Right before you step inside, you see another writhing tentacle erupt from her body.\n\nYou slam the door and turn around. Meat is looking over the bloody hole in Neil’s chest. Blood is dripping from the corner of Neil’s mouth. You hear another stretching sound follow by a splash outside. Another tentacle.\n\n""Fuck me, fuck fuck fuck,"" Meat says, his voice dripping with guilt. ""I’m so sorry.""\n\nNeil looks up at him. ""Not your fault, big man. Wasn’t fast enough…""\n\nHis wound looks deep.\n\nHe turns to you. ""Julia…Julia, come here.""\n\nYou lean down.\n\n""Cockpit. Computer login is…"" he coughs up some blood. ""Login is ‘K-O-N-A-M-I. Got it?""\n\n1.[[""Yes, I understand.""]]\n\n"
"""Tell everyone I'm sorry.""","You snatch the gun from his holster and shoot him in the shin. He falls to the ground screaming in pain.\n\n""The fuck, Zoe!?""\n\nYou back away from him, pistol aimed at his head.\n\n1. [[""Come after me and I'll vent your head.""]]\n2. [[Say nothing and leave.]]"
"""We need someone in the air ducts.""","Meat raises an eyebrow. ""The ducts?""\n\nStrauss gets it. ""Of course. That’s how it could be traveling.""\n\n""Not good survival odds though, if someone finds her up there,"" Neil says, eyes toward the ducts. ""That close proximity? With bullets that don’t do shit? Yeah, I’m not gonna volunteer for that.""\n\n""Shit bird’s right,"" Meat says. ""If it is hiding up there, we need to figure out how to draw it out. If we go into the vent, we're fucking toast.""\n\n""What kind of insult is ‘shit bird?"" Neil mutters.\n\n1. [[Draw it out.]]"
"""Sounds like a question you should ask her.""","""Right. Sorry. Dumb question,"" he says sheepishly. ""Kind of awkward to put you in that position anyway. I was just—""\n\nA blur of blue darts across your light. You raise your pistol.\n\nRyan looks over his back and then turns to you.\n\n""What is it?""\n\n1.[[""Something over there.""]]\n2.[[""Get out of the way!""]]\n3.[[""MOVE MORON!""]]"
"""You're talking about a trout, Meat, you dumbass.""","""Huh, no shit?""\n\nThe four of you trek on in silence until you reach the crater. You approach the edge and look down into the abyss. The area of impact stretches for miles. \n\n""I don’t even see a fucking twig, man,"" Meat says.\n\n""It’s been over a hundred years since the impact. I think all you’re going find is dirt down there,"" Markie replies.\n\n""Don’t forget the radiation,"" Ryan says, kicking a pebble over the edge.\n\n""That too.""\n\nMarkie peers down. ""Zoom,"" she says. You hear the computer inside her helmet respond in affirmation to the command.\n\n""You gonna get that girl of yours a rock from the surface?"" Ryan teases Meat. ""I hear people used to go crazy over moon rocks after the Apollo landings. Might make a punny engagement ring, y’know? Girls go for that sort of thing.""\n\nMeat grunts. ""Not my woman. She’s endowed, but it ain’t with brains. The humor would, uh, escape her.""\n\n""And the radiation,"" Markie points out.\n\n""Stupid radiation. Ruining everything.""\n\n""Hmm. That’s interesting,"" Markie says—it’s almost a whisper.\n\n1.[[""Well, out with it Mark. What is it?""]]\n2. [[Let someone else ask.]]\n"
"Use your gun.","You grab the pistol from your holster. Too slow. Markie's atop of you, her semi-human hand wrapped around your neck before you can even pull it up to chest level.\n\nYou aim upward and fire a shot into her chest. She looks down at you and smiles. The claw is surprisingly quick as it rips open your throat.\n\n""Julia!"" Meat cries, but you know you're a goner. You watch helplessy as Salvucci and Meat both tackle her. Strauss is screaming about the cryopod.\n\nYour vision is becoming blurry. \n\nYou hope your crewmates make it out OK and that they have nice words to say about you at your funeral.\n\nMost of all, though, you wish you had gone for the goddamn saw. You were so close to getting out of here.\n\nThe End\n\n"
"""We’ll kill it without bullets.","He folds his arms. ""Do tell.""\n\n1.[[""One word: ‘hanger.’]]\n2.[[""We could try our fists.""]]\n"
"""Shut up, Ryan.""","""It doesn’t work like that, Ryan. I’m reading at least seven tunnels, carved out exactly the same size.""\n\n""Meaning what?""\n\n""There might be something down there.""\n\n""Spooky,"" Meat says, peering at the expanse of the crater.\n\nFor a moment no one says anything.\n\n1.[[""We should check it out, right?""]]\n2.[[""Let’s check it out.""]]\n3.[[""I feel like nobody really wants to go down there, and that no one is going to say otherwise if we leave out some details out of our report. Sound good to everybody else? Good.""]]\n4. [[Absentmindedly kick rocks while you wait for someone to answer.]]"
"""We should check it out, right?""","""Ryan, let Captain Salvucci know what we’ve found. Let’s try and get a pick up at the LZ in two hours.""\n\n""Aye.""\n\n""That thing loaded, Meat?""\n\n""Duh.""\n\n""Okay, I’m thinking we should split up to cover more ground. How should we do this?""\n\n1.[[""I’m with Ryan.""]]\n2.[[""I’m with Markie.""]]\n3.[[""I’m with Meat.""]]\n"
"Resort to cannibalism.","You take your knife and slowly cut up Meat's body. It's messy work, dividing the flesh and muscle from the bone. You store the body in various bags that are then stuffed into the freezer.\n\nYou stay alive another week, but the ships never come. The will to live finally leaves you; you lay down on the floor and close your eyes. You would cry if you had the strength.\n\nThe last thing you feel is the cold of the metal floor leaving your cheek.\n\nThe End"
"""Ben’s dead now.""","""What the fuck happened?""\n\n""If you must know,"" Strauss says, turning her head to glare at Neil, ""he saved me and I left him to die.""\n\nThe surprise and indignation in Neil’s voice fades. ""Oh.""\n\n""Yes. Now can we please just get back to sickbay?""\n\n""Sure. Sorry.""\n\n1.[[""Dude, stop talking.""]]\n2.[[""That was a bit harsh, Doc.""]]\n\n"
"Cripple Strauss first.","You put a bullet in Strauss' leg. She falls to the ground, screaming ""No!""\n\nThe beast advances.\n\nShe turns, reaching toward you with an outstretched hand. ""I don't want to die!""\n\nYou unload the rest of your clip into the viewport and press the button on the wall. The door slides down, separating you from Strauss and the beast. Through the window you watch the beast lift its massive foot above Strauss' head and then bring it down, snapping her neck.\n\nAnd then the viewport finally shatters, sucking both the monster and Strauss' corpse into space. An alarm blares for a couple of seconds before the emergency panel closes over the viewport.\n\nYou breathe a sigh of relief. You're alive. You won.\n\nYour body aches, but you have one last thing to do before you can enter the cryochamber. You don't know how to make a molotov cocktail, so you go around the ship in search of bodies. When you find them, if they have a skull, you stomp it in. \n\nAfter you're done, you go to the cryoroom and ready one of the pods. It hisses as the hatch slides open. You get inside and close your eyes. You're ready for this nightmare to be over.\n\nWhen you awaken, you find yourself being assisted by a corporal. He takes you by the arm and guides you up from the pod. \n\nYou're transported to a private room on the biggest military base outpost in New Texas. You order steak and wine but find that you don't have an appetite. Some suits interview you. You answer all of their questions honestly, but then they show you security footage of you shooting Strauss.\n\n""Explain,"" one of them, a beefy looking man with no hair, demands.\n\n1.[[""She had killed the captain. Looks like karma caught up with her.""]]\n2.[[""I needed to ensure my survival. I had to use her as bait.""]]\n3.[[""She was infected. I did what I had to.""]]"
"""What about Markie?""","We have to euthanize her,"" Strauss says, looking through the glass at Markie. ""The infection could spread.""\n\n""I thought you chopped her damn arm off so that wouldn’t happen.""\n\n""The possibility of infection still remains and, as I’m sure Zoe can attest to, officer Daniels has only worsened in the past half hour. I’d say there’s at least a fifty percent chance that what happened to the arm will happen to her.""\n\n""That thing was bad enough, captain,"" Ben says. ""It took three rounds to kill it.""\n\n""We have no idea what kind of beast she’ll devolve into—""\n\n""If she turns in the first place. God damn it. This is a fucking human being we’re talking about.""\n\n""Keep your cool, Travis,"" Salvucci commands. \n\n""Captain, if she turns into something, I’m not sure we’ll be able to contain it. Protocol states—""\n\n""To hell with your protocol! That’s Markie we’re talking about. And you said it’s a fifty percent chance. That ain’t a sure thing. Not by a long shot.""\n\n""Do you really want to bet everyone’s lives on a single coin toss?""\n\n""Let’s just keep her in the cube until something happens, then we decide what to do with her. I’ve got my rifle. Everybody else has pistols.""\n\n""Yes, because an assault rifle worked wonders for Sergeant Benson, didn’t it?""\n\nMeat glares at Strauss, but she continues.\n\n""Mark my words, if we don’t take care of that thing, it’s going to take care of us.""\n\nThe conversation is becoming heated. The captain seems uncertain what to do. You grip the pistol in your hand more \ntightly.\n\n1.[[""Calm your tits, everybody.""]]\n2.[[Kill Markie.]]"
"Go to the cryopods.","You head to the cryogenic room and prepare the four pods. Strauss is the first to make it in. She's pale.\n\n""Are they almost ready? Good. I am so ready to be asleep. I don't have much to go back home to, but, y'know, it's better than what's here.""\n\n1.[[""So, doc, what are you going to do when we get back?""]]"
"Onward to Sickbay.","The room is still in the same state it was earlier. Meat thrusts a walkie into Neil's hands.\n\n""So I guess I should just go stand by the blood or something,"" says Neil.\n\n""Yeah, the minute you hear something let us know. If you see her, just yell. We'll be right outside the door.""\n\n""Yeah, got it.""\n\nYou leave him inside.\n\n""You know it's fucked up what we're doing to him, right?"" Meat asks the two of you after you've been waiting a while.\n\n""Everything will be fine. I doubt she'll fall for something so--""\n\n""HELP!"" Neil shrieks. ""She's here! AND SHE HAS A TAIL.""\n\nThe three of you burst into the room to find Neil backing away from the examination table upon which Markie stands. Her eyes are red and where her left arm should be there's a giant, purple claw. She hisses at all of you.\n\n""Guys! Guns!"" Neil screams, cowering. ""Shoot her!""\n\n""Fire!"" Salvucci roars. You unleash a hail of bullets that knocks her off the table, but she brushes it off and stands, grinning to reveal a toothless mouth.\n\n""Fuck"" Meat says. ""Clip's dry."" Your mag is empty as well.\n\n""I've got two left,"" says Salvucci.\n\nOut of the corner of your eye, you see a ruptured hose slowly filling the room with the same gas used to operate your cryostasis chambers.\n\n1. [[Improvise.]]"
"""More than happy to oblige.""","""Damn. Do you hear that?""\n\nFootsteps. Giant footsteps.\n\n""Let's go.""\n\nYou both retreat to the hanger.\n\n""Shit,"" he says as the door slides shut behind you. ""I thought this place was bigger.""\n\nHe’s right: it’s not much, and half the room is cramped by the reconnaissance droids.\n\n""Loosen the holding clamps on those. I’ll get our suits. Hurry, it can’t be far behind us.""\n\nYou deactivate the locks on the droids and catch the suit that Meat throws you. You’re just about to put the helmet on when you hear the clanging on the door.\n\n""It’s here. When it gets in front of the droids, shoot the hanger switch, okay? And for fuck’s sake, hold on to something.""\n\nThe door bursts open and flies across the hanger. In steps the monster, mouth stained with blood, eyes looking about wildly.\n\nIt takes a step toward you.\n\n""Over here, motherfucker!"" Meat shouts through his suit’s comm.\n\nIt growls and moves toward Meat. Its footsteps leave imprints in the steel floor.\n\nMeat backs away from the droids until his back is pressed against the wall. He grabs onto a wall-railing.\nThe monster steps in front of the line of droids.\n\n""Do it, do it now.""\n\nYou take aim at the switch on the far wall. You fire.\nThe shot slams into the switch, and the alarms blare. Meat slowly pulls himself along the rail until he’s behind the droids.\n\nThe hanger door opens and air swooshes out. You grip the railing beside you.\n\n""Hold on!""\n\nThe beast begins to backslide toward the hanger door, its feet dragging. It tries to throw a tentacle at Meat, but they’re pulled as well.  \n\nA moment later they snap off and go flying into the black.  Meat, clinging to the railing, kicks the droids. It takes a second for them to detach from their holders and tumble down into the behemoth. The first one knocks it back a couple of feet. The second droid seals the monster’s fate, knocking it off both of its feet and sending it careening into the stars.\n\n""Eat shit and die, you fuck!"" Meat screams through the comm. You can’t help but grin as the monster spins out of sight.\n\nThe alarms in the hanger continue to yell for a couple of seconds, and then the emergency seal protocol activates, and the hanger door slowly slides to a close again.\n\n""We did it,"" Meat says. ""We fucking did it.""\n\nHe walks over to you and hugs you tightly. You both laugh.\n\n""We’re alive!""\n\n1.[[""Home. Let's get the fuck home.""]]\n"
"""Something’s got Ryan!""","""Meet us at the center of the crater!"" Markie yells over the comm.\n\nYou look at Ryan’s heart monitor; he’s about to flatline.\n \nThat’s when you hear it: the roar from the black.\n\nYou have a single bullet left.\n\n1. [[Shoot the beast.]]\n2. [[Put Ryan out of his misery.]]\n3. [[Run!]]\n"
"""Me too.""","In the kitchen, you find the charred corpse of Neil. Meat stands over him and retrieves the broken pistol fragments from his hand.\n\n""You think we could have saved him—saved all of them? If we had made difference choices?""\n\n1.[[""We’re alive.""]]\n2.[[""Yeah.""]]\n3.[[""I don't think so, Meat.""]]\n\n\n"
"""We sleep.""","""What about the bodies? Do you think Strauss will come back?""\n\n1.[[""Let's burn her just to be sure.""]]\n"
"Sacrifice yourself.","You awaken in sickbay. Meat is standing over you, a relieved expression on his face. You realize your holster's empty; your pistol is gone.\n\n""Good, we worried you weren't gonna wake up. You hit your head pretty hard there.""\n\nYou feel your forehead. There's a bandage. ""Yeah, between Neil and I we managed to get that on your forehead. Nasty cut. Probably should get the doctors to look at it when get back to Mars.""\n\nYou eye the pistol in his holster and then look up into his eyes. The thing's voice curls itself around your mind like a snake. Kill him, it hisses. Kill him and be done with it.\n\n""Something wrong?""\n\n1.[[""Tell everyone I'm sorry.""]]\n2.[[""No. Nothing at all.""]]"
"Take no chances: kill both of them.","You put two rounds each into both of them. They're both dead before they hit the floor.\n\nWhat now?\n\n1. [[End your life.]]\n2. [[Wait.]]\n"
"""What are you doing?""","""This, right here, is preserved acid. Right now it's completely safe but once the tempature is high enough, it does what acid does. Unfortunately, we can't really use it as a weapon agaisnt the beast itself. It's just not that powerful, and I can't coat each bullet with enough of it to make a difference.""\n\n1.[[""So if we can't burn its flesh off, what are we doing?""]]\n"
"""She was infected. I did what I had to.""","The man seems doubtful of your lie, but he has no evidence to contradict it.\n\nWithin three days, you're free to leave the military base. \n\nYou return to your home in the suburbs and pour yourself a drink from the unopened bottle of whiskey in your cabinet. In spite of recent events, you feel...good. \n\nNot only did you survive horrific setup ripped from a bad horror movie...you killed someone and got away it. You feel a buzz.\n\nYou got away with murder.\n\nAnd thus begins your reign as Mars' most renowned serial killer. Drunks staggering away from the bar and the homeless are your victims. Your weapon of choice? A scalpel. Each kill fills you with a kind of energy you've never known. The news says you're doing this because you're religious or you play video games or you have sexual fantasies about your mother, but they couldn't be further from the truth. You have no delusions. You just like killing people. It feels good.\n\nThe cops finally get you on the sixteenth murder. Turns out the poor bum you stabbed was an undercover copper. You see the flash of red and blue as soon as you penetrate the poor officer's throat. You run, not even bothering to retrieve the scalpel jutting from his trachea.\n\nYou don't get very far. The sniper's bullet shatters your sternum, sending bone fragments into your heart. You're already dying when you hit the ground.\n\nAs police officers gather to get a good look at you, all you can do is wonder what they'll say about you on the morning news.\n\nThe End\n\n"
"""Where did she go?""","""She chased the doctor into the hallway. Can’t believe doctor Strauss left me here.""\n\nHe turns to you, eyes filled with tears.\n\n1. [[Move to comfort him]]\n2. [[Don't touch him]]\n"
"""Come on. Let’s get out of the hanger.""","""Yeah, let’s.""\n\nThe two of you walk back through the hallway leading to the hanger and then to the cockpit. The bodies of your crew are still there, including the headless corpse of Dr.Strauss.\n\n""I was hoping she got away,"" he says sadly.\n\n1.[[""Me too.""]]\n2.[[""It is what it is.""]]\n"
"Wink at Markie in appreciation.","""No problem,"" she says.\n\n""What was that?"" Ryan asks.\n\n""We’re coming up on that big-ass hole,"" Markie says. ""You big bad men got your willy compensators charged?""\n\n""Ha. Ha. Ha,"" Ryan says.\n\n""Oh you bet, baby,"" Meat says, showing off the rifle in his hands. ""32 round clip, full metal jacket. Enough stopping power to put down a rhinoceros.""\n\n""A rhywhat?""\n\n""Didn’t you pay attention in school at all? A rhinoceros, man. It’s a huge fucking lizard that ruled over all the other dinosaurs.""\n\n1. [[Say nothing at all.]]\n2.[[""You're talking about a trout, Meat, you dumbass.""]]"
"""Things that are not great ideas: this.""","""Everything will be fine,"" Markie says.\n\nThe groups go their separate ways; you hike down the cliff with Markie. It takes the larger portion of an hour to reach your tunnel. You step inside.\n\n""Let's turn our lights on,"" Markie says quietly.\n\nYou both tell your suits to turn on your light attachments. Yours flickers for a moment before shooting a cone of light from your chest compartment.\n\nOn the Head Up Display (HUD) of your helmet, you can see the heartbeat monitors of everyone in your squad. Yours is going a little faster than normal and, knowing that everyone else can see that, you feel a little embarrassed.\n\nYou proceed through the cave.\n\n""These caverns are massive. This one seems to just go on and on.""\n\n1.[[""What made them?""]]"
"""God damn it. I'm so sorry, Neil.""","You make your way to the vent where Meat has just finished prying off the cover. The gas is thick in the air, making you slightly dizzy.\n\n""Tight fit,"" he says. ""I’ll go first so I can remove the next cover.""\n\nYou look back to see that multiple tentacles have penetrated the door. Neil is pointing the pistol in the air and is breathing hard.\n\nYou force down the feeling of despair in your stomach and crawl through the vent. When you catch up to Meat, he’s already kicking a cover.\n\n""Almost got it!"" With one last kick, the cover comes free. You emerge into the hallway just in time to feel the ship shake violently.\n\nMeat slams his fist into the wall over and over.\n \n1. [[Comfort him by touching his shoulder.]]\n2. [[Let him get it out of his system.]]\n"
"""Should we go investigate?""","""Fuck that!"" Meat says, turning. He aims his assault rifle at the first speaker and dismembers it with a single shot. He takes the second, third speakers out of commission as well. The music is no longer overpowering, but you can hear its echoes in the hallway.\n\n""Brutal, but effective,"" Strauss comments.\n\nSalvucci frowns. ""You’re footing the bill for that when we get back.""\n\n""Guys, now that Julia is awake, I think we should talk strategy. I just finished with our travel projections,"" Neil says.\n\n""And?"" Strauss says, as though she knows what’s coming next.\n\n""Well, it’s like you said, doc: not good. Two months to Mars.""\n\n""We could last that long,"" Salvucci says. ""We ration food, ammo, go in groups to the rest of the ship when we need supplies.""\n\n""Captain, permission to speak?"" Meat says.\n\nSalvucci nods.\n\n""That’s a horrible idea. We’ve got guns. Why don’t we use them? For all we know, that beastie thing could be growing. We need to hunt it down and kill it now.""\n\n""Travis, I put a gun against Markie’s head and blew her brains all over the floor. Apparently the thing inside her shook it off. I don’t think bullets are going to save us.""\n\n""Then we destroy the body completely,"" Meat suggests. ""Shoot it, stomp it, burn it, and then jettison the motherfucker into space.""\n\n""Captain, I don’t like either choice, but I think the more cautious one would be eliminating its presence from the ship,"" Strauss says slowly.\n\n""Didn’t you say something about it being airborne?"" Salvucci asks. ""Could killing it infect one of us?""\n\nStrauss sighs, shrugs. ""There’s no way to be sure. I didn’t get to run any tests on it. However, I’d rather take a chance on that possibility than risk us starving ourselves into easy prey.""\n\nSilence fills the common room. Then—\n\n""What do you think, Julia?"" Neil asks.\n\nEveryone turns to you.\n\n1.[[""Let’s kill it.""]]\n2.[[""Let’s wait it out.""]]\n\n"
"""She won’t.""","""Let's burn it. Just to be sure."" Twenty minutes later, he’s scavenged the supplies for another Molotov. \n\nBoth of you return to Strauss’ body. You watch silently as it burns.\n\n""We shouldn’t move the bodies,"" he says. ""Might make us sick or something. Be a fucking shame to die over a little infection at this point,"" he says, attempting to smile, but he can’t manage it. The will to smile or laugh has gone out of both of you at this point. \n\nWhat future awaits you both now?\n\nYou both return to your cryo tubes and pop them open. They hiss and spew cold air on you.\n\n""Two months,"" he says as he stares at his tube, which you realize now looks very much like a coffin. ""Here’s hoping nothing eats us while we’re sleeping.""\n\nHe gets in his. You follow suit.\n\n""See you soon, kid.""\n\nYou press the button on the interior of the door and it slowly closes on your tube. You hear the seal clamp. A mist falls over your face.\n\nYou slowly closes your eyes and hope you wake up.\n\n1.[[Go to sleep]]\n"
"""Never.""","""I dream of them from time to time,"" he says.\n\nThat’s all he says on the matter. The week passes. He leaves. His wife, Rhonda, calls you a month later to tell you he passed away in his sleep. You can’t make the funeral because traveling would make your ailing health even worse.\n\nYou wait. You spend days watching old movies. You try to make your way through a collection of Christine Love’s works, but you keep losing your focus.\n\nDeath comes when you’re sitting in your loveseat watching a news report on a bridge being built in a neighboring county. It is a quick, painful tremor that starts in your chest and spreads out.\n\nThe dark sets in. You never expected slipping away to be this easy.\n\nThe End\n"
"""What is that?""","She appraises you with a cold glare, like you're a fly that's landed on her sandwich.\n\n""What does it look like?""\n\nShe scoots past you and turns on the device in her hand. A hot laser point darts out about three inches from the top port of the device. Another line escapes the bottom port and swings upward to connect to the top beam.\n\n""Cauterizing saw. You might want to leave this to the professionals, girlie. It’s going to get a little messy.""\n\n1.[[""Are you really going to take her arm off?""]]\n2.[[""What the fuck is wrong with you?""]]\n\n"
"Read the text on the screen.","Tell it to me again. \n\nTell you what again?\n\nYou know.\n\nDarling, I don't.\n\nI want the story.\n\nNot that story.\n\nYes. Tell me the story of how we first met.\n\nEvery night for a hundred years you want to hear it. Aren't you tired of it by now?\n\nClearly not.\n\nFine. Once upon a time in a pawn shop...\n\nOn Callisto.\n\nWho's telling the story?\n\nI'm just reminding you. You always leave that bit out. It's important.\n\nOkay. Fine. Once upon a time, in a pawn shop on Castillo, there was an old woman in search of a friend....\n\n1. [[Finish programming the pods.]]\n\n"
"""What’s going on?""","""It’s been in Neil’s room. Somehow it’s hooked up all his music to the PA system and is playing it. This is the third song.""\n\nYou look over at Neil. He shrugs sheepishly. Strauss is glaring at him.\n\n""The blasted beast is trying to draw us out,"" Salvucci says.\n\n1.[[""Should we go investigate?""]]\n2.[[""What do we do?""]]\n\n"
"Have kids.","You and Melissa adopt, opting not to go with artificial insemination. His name is Andre, he’s seven, and unruly like most young boys. He grows into a fine young man. Meat becomes his godfather. \n\nAndre goes to college to become a physicist.\n\nYou make enough money to retire. You grow old and stop shaving your legs, because who gives a fuck? Melissa’s hair goes white first. Yours follows shortly. You decide not to get anti-aging treatments.\n\nAndre gets engaged to a pretty girl named Jennifer. You’re not sure you approve of her.\n\n1. [[Approve.]]\n2. [[Disapprove.]]\n"
"Sulk in silence.","""Guess not,"" he says, seeing the expression on your face. \n\n""I'll just go over here and play with this tablet.""\n\n""Moron,"" you hear Strauss mutter.\n\nYou take a seat on the examination table and look around the wrecked room. You're staring at the bloodstains left by Ben's corpse when the door opens and in walk Meat and Salvucci; both men were dark expressions.\n\n""I’m guessing your hunt was uneventful?"" Strauss says.\n\n""Yeah, go on and rub it in then,"" Meat says, turning to rifle through the medical cabinets.\n\n""What are you looking for?""\n\n""Food.""\n\n""This is a medical facility. What makes you think there’s food in here?""\n\nMeat opens one of the lower cabinets and, after a moment, pulls out a large bag of apricot chips.\n\n""Your assistant told me about his stash a while back.""\n\n""I’m glad you can eat his food while his remains are in the same room as you.""\n\n""Not like he’s going to need them,"" Meat says with a shrug.\n\n""Enough you two,"" Salvucci barks. ""Pilot, you alright?""\n\n""Yeah, I’m fine, captain. Thanks for asking.""\n\n""Did you three see anything?""\n\n""No,"" Strauss says.\n\n1.[[""Where on the ship did you look?""]]\n2.[[""Did it leave a trail?""]]"
"Don't.","He stops punching the wall. Blood drips from wounded fingers.\n\n""He’s dead…because of us.""\n\n1.[[""Yeah, so let's make it count.""]]\n2.[[""Listen to me: this is not on you.""]]\n"
"Run!","You flee.\n\nLooking over your shoulder, you watch as what’s left of Ryan is pulled out of sight. His heart monitor flatlines.\n\nYou run and run and run. You lose feeling in your legs but somehow keep going full speed anyway. Near the end, you swear that your heart is going to burst and that your lungs will catch on fire, but you eventually stumble out of the tunnel into the irradiated light of dusk.\n\nAcross the way, you can see Meat assisting a limping Markie.\n\nBehind them, you glimpse small purple mushroom shapes scuttling across the ground. You run toward your squadmates. You’ve covered half the distance when, looking up, you see the Speedwell beginning its descent.\n\nWhen you reach them, Meat hands Markie off to you and turns to fires several rounds at the crab creatures. He tags all of them except for one. \n\nYou watch helplessly as the little bastard leaps through the air and, with tentacles shooting out from its underbelly, wraps itself around Markie’s arm.\n\nShe screams in pain. You whip out your pistol and bash the monster’s dome in. The creature lets go of her arm and falls to the ground, legs squiggling. Its agony is short-lived; Meat puts three rounds into the soft belly.\n\n""Fucking fuck."" He kicks the crab.\n\nYou turn to Markie, who’s holding her arm. \n\n1.[[""Is your suit ripped?""]]"
"""I do.""","""I dream of them from time to time,"" he says. ""I miss them."" \n\nThat’s all he says on the matter. The week passes. He leaves. His wife, Rhonda, calls you a month later to tell you he passed away in his sleep. You can’t make the funeral because traveling would worsen your ailing health even more.\n\nYou wait. You spend days watching old movies. You try to make your way through a collection of Christine Love’s works, but you keep losing your focus.\n\nDeath comes when you’re sitting in your loveseat watching a news report on a bridge being built in a neighboring county. It is a quick, painful tremor that starts in your chest and spreads out.\n\nAnd then the dark sets in; you never expected slipping away to be this easy.\n\nThe End\n"
"Draw the monster out.","""Okay, with what?"" Neil asks.\n\nThere’s a moment of silence as you, Meat, and Strauss turn to look at Neil. \n\n""Oh,"" he says, getting it. ""Well fuck that.""\n\n1.[[""Don't be a wuss. This is your chance to be a man.""]]\n2.[[""We could just knock you out.""]]"
"Go home.","""Yeah, that might be best for both of us."" You share a cab. The cabbie drops you off at your home in the suburbs.\n\n""Hey,"" Meat says as you get out of the cab. You turn. ""Give me a call if you need anything, okay?""\n\n1.[[""You too, okay?""]]\n2. [[Nod at him.]]\n\n"
"""No clue.""","He sighs. ""We need to find the doctor...if she's not dead.""\n\n1.[[""Don’t talk like that.""]]\n2.[[""You’re right. She’s probably dead.""]]\n\n"
