incoming,text
"""I wish.""","""You look better. Neil's already at the bar. Salvucci will be along soon.""\n\nSure enough, the little man is already getting his drink on when you step through the door.\n\n""Holyyyy shit,"" he says, the margarita he just sipped through his straw spraying everywhere. ""It's the bionic woman! Barkeep! I'm buying all this lady's drinks tonight.""\n\nYou take a seat next to him at the table. Meat sits next to you and nearly takes up your whole side of the booth.\n\nYou turn to Neil, who's bright red in the face.\n\n1.[[""What, no foam finger for me?""]]"
"End Strauss' pain.","You fire a single shot. Strauss' head goes back and her limbs go limp. Markie turns to see all of you. She growls and drops Strauss.\n\nThat's when Meat fires at the control panel. Upon impact, the door dividing the hanger from the rest of the ship comes down, seperating you from the hanger. Alarms blare. You watch from the door's window as both Strauss' corpse and the creature are sucked out into space. You watch the two forms drift away until they're dots, inseparable from distant stars.\n\nNone of you give a cheer or breathe a sigh of relief, however. There's a sense of shame that hangs over all of you, an awareness of your cowardice. You played it safe so that one of your crewmates could sacrafice herself.\n\nThe auto-close kicks in and the hanger door shuts itself. The alarms cease their cries.\n\n""We should go check Neil's console,"" Meat says.\n\nThe three of you silently make your way to the cockpit. Inside, you find the autopilot already engaged. The console is covered in blood; the pilot's corpse is behind it.\n\n""He knew he wasn't going to make it,"" Meat says bitterly. \n""Setting the autopilot must have been the last thing he did. Another goddamn hero.""\n\n""Everyone who died here will be honored when we get home,"" Salvucci says. \n\n""Oh good, because medals were really what I was concerned about,"" Meat says. ""I'm gonna go check the rest of the ship make sure nothing will snack on us while we sleep.""\n\n""I'll go with you,"" Salvucci says. ""Julia, go make sure the cryopods are ready.""\n\n1. [[Ready the cryopods.]]\n\n"
"""You can’t be serious.""","""I already took one risk today, Julia, and that got someone else killed. Superstitious or not, we’re doing this. Now come on.""\n\nSalvucci leaves the room. You turn to look at Meat. He’s pale.\n\n1.[[""Good luck.""]]\n2.[[""Be careful.""]]\n3.[[""You sick fuck.""]]\n"
"""No, I don't.""","""So you’re just as lonely and pathetic as I am. Well, misery, company and all that, I suppose.""\n\nThe two of you approach the cockpit. You knock on the door.\nNeil’s muffled voice comes from beyond the door: ""Password?""\n\n1.[[""Open the door, numbnuts.""]]\n2.[[""Oedipa.""]]"
"""Let's go kill it.""","Meat nods. ""Better than waiting around to die, I suppose.""\n\nSalvucci’s demeanor doesn’t shift. ""If we’re going to do this, we need to have a plan. How many guns do we have?""\n\nYou all lay your firearms on one of the tables: one assault rifle with two clips, three pistols with 18 rounds each. In total, you have 94 rounds. You also have a Molotov cocktail, courtesy of Meat.\n\n""Is that it?"" says Salvucci.\n\nMeat can’t hide his annoyance. ""What do you mean ‘is that it?’ We have enough here to kill that thing fifty times over. Sorry, captain,"" he adds quickly.\n\nSalvucci doesn’t bother acknowledging the insubordination. ""All right, tactics time. Everyone knows the layout of the ship, correct?""\n\n""Two main hallways. Left connects to crew quarters, common room, cafeteria, engineering, cryoroom, and bathrooms. The other leads to sickbay, cockpit, and the hanger,"" Strauss says quickly.\n\n""Pfft. Hanger, if you can call it that,"" Neil says. ""It’s barely big enough to fit our droids.""\n\n""Is that really appropriate right now?"" Strauss says.\n\n""I’m just sayin’.""\n\n""The big question, then, is how we’re dividing teams.""\n\n""I’m with Meat,"" Neil says quickly, eyeing the assault rifle.\nStrauss rolls her eyes.\n\n""What? I called dibs.""\n\n""Okay, so that puts Meat and Neil together. Zoe, you go with them too. Doctor Strauss and I will take the right hallway.""\n\n1. [[Follow Meat and Neil.]]"
"""I’m with Ryan.""","""In that case, I’m with Meat. Both groups will hike down the wall and take their respective tunnels. We’ve got the third one on the right,"" she says, pointing. ""You guys take the one over there.""\n\n1.[[""I’ve got a bad feeling about this.""]]\n2.[[""Roger that.""]]"
"Kill them both.","You take out the immiediate threat first, blowing Salvucci's mind out the back of his skull. The captain slumps.\n\nNeil puts his hand up to block the next round but the bullet tears through his palm and into his chest. He takes a step backward. You fire another shot. He falls back onto the console.\n\nGood child, the voice says. Now set a course for the human world.\n\nYou approach the console, pushing Neil's corpse out of the way. Neil was logged in, luckily. You play around with the settings until you find the autopilot and set a course for Mars.\n\nThe voice tells you it's proud of you and that great things await. It tells you to wait, so you do.\n\nLater on, your body seizes and you flop to the ground like a dying fish. You watch with a mixture of horror and fascination as your arm explodes, spraying blood, skin, and bits of bone everywhere, to reveal a purple jagged claw.\n\nNow, the voice says, your work truly begins. You follow its instructions and penetrate the chest cavities of Meat, Neil, and Salvucci with your claw. An hour later they've all risen. Of course, they're not really the people you knew. They're walking cocoons, dead flesh nuturing future soldiers.\n\nIt strikes you as odd that you should feel no guilt, but you chalk it up to how quickly you're evolving. Maybe guilt was, after all, a human weakness that needed to be culled. The closer you get to Mars, the more changes your body undergoes.\n\nFirst, another claw sprouts. Next, in your sleep, you lose your skin and find it replaced with a hard shell-like body. Your teeth fall from your mouth and are replaced with the kind of teeth monsters in fairy tales have.\n\nWhen you're a day away from the red planet, your soldiers hatch. They look like smaller versions of you.\n\nThey are to obey your every command, the voice says. Do not disappoint us, child.\n \nSoon you have forgotten your human life and have not only come to terms with what you are, but you look forward to your duties. The descendents of your new species will sing songs of your exploits and worship the very ground you have tread.\n\nMars looms and with it, your future.\n\n                      The End\n\n"
"""We need someone up in the vents.""","Meat raises an eyebrow. ""The ducts?""\n\nStrauss gets it. ""Of course. That’s how it could be traveling.""\n\n""Not good survival odds though, if someone finds her up there,"" Neil says, eyes toward the ducts. ""That close proximity? With bullets that don’t do shit? Yeah, I’m not gonna volunteer for that.""\n\n""Shit bird’s right,"" Meat says. ""If it is hiding up there, we need to figure out how to draw it out. If we go into the vent, we're fucking toast.""\n\n""What kind of insult is ‘shit bird?'"" Neil mutters.\n\n1.[[Draw the monster out.]]"
"""Dangerous. I like it.""","""In any other situation, your reaction would be troubling.""\n\nThe door behind you clangs.\n\n""Shit,"" Strauss says, coating the last bullet. ""At least we don't have to bait it now.\n\nA louder bang now. A tentacle penetrates the door.\n\n""Come on, let's go!""\n\nYou leave through the other sickbay door. In the hallway, she hands you your pistol. You find the viewport. It's a spacious square of glass that takes up half the wall. Behind you, there is the sound of giant, reveberating footsteps.\n\n""He's coming. You get near the switch. I'll jump back after you shoot the window."" Strauss positions herself near the window; you stand next to the switch. \n\nThe creature approaches. It growls as it lumbers toward the doctor. Both the monster and Strauss are close to the window now.\n\n1. [[Shoot the window.]]\n2. [[Shoot Strauss first.]]"
"Attack with your gun.","You grab the pistol from your holster. Too slow. Markie's atop of you, her semi-human hand wrapped around neck before you can even pull it up to chest level.\n\nYou aim upward and fire a shot into her chest. She looks down at you and smiles. The claw is surprisingly quick as it rips open your throat.\n\n""Zoe!"" Meat cries, but you know you're a goner. You watch helplessy as Salvucci and Meat both tackle her. Strauss is screaming about the cryopod. Your vision is becoming blurry. \n\nYou hope your crewmates make it out OK and that they have nice words to say about you at your funeral.\n\nMost of all, though, you wish you had gone for the goddamn saw. You were so close to getting out of here.\n\nThe End\n\n"
"""Explanation please.""","""This, right here, is preserved acid. Right now it's completely safe but once the tempature is high enough, it does what acid does. Unfortunately, we can't really use it as a weapon against the beast itself. It's just not that acidic and I can't coat each bullet with enough of it to make a difference.""\n\n1.[[""So if we can't melt it...what's the point?""]]"
"""Doc, put the gun down.""","""I had to kill him, you understand?"" she says. ""He attacked me.""\n\n""That's fine, doctor. He wasn't Ben anymore,"" Salvucci says.\n\n""Relax, doc,"" Meat adds, rifle aimed at her chest.\n\n""He bit me,"" she says, holding up her arm to show the bite mark. ""Shit, he bit me.""\n\nMeat narrows his eyes and holds the rifle steadily. No one says anything. Tears begin to stream down Strauss' face.\n\n""Maybe if I had more time I could come up with a cure or a way to fight the virus, but I can feel it in me now, coursing through my body. There's blood in the back of my throat. Vision blurry. Minutes. That's how long this takes to change us.""\n\nShe looks at the pistol, turns it over in her hand as though she's seeing something she's never seen before.\n\n""Kill it,"" she says. ""Don't let it reach Mars.""\n\nBefore any of you can stop her, she's pressed the barrel under her chin and pulled the trigger. Red splashes the ceiling. Strauss falls forward, head smashing into the floor.\n\n""Jesus fuck,"" Meat yells.\n\nWhatever color was left in Salvucci's face drains. Meat, in a moment of calculated rage, lifts his foot high over Ben's skull and stomps it several times. The innards of the boy's head ooze out like the insides of a old tomato. After he's done with Ben, he steps over to Strauss' body and aims his rifle down at her head.\n\nHe looks at the captain, who nods. He fires four shots and obliterates the top half of the woman's face.\n\n""Shit shit shit,"" he groans, stepping away from the mutilated corpse.\n\n1.[[""We should get to Neil.""]]\n"
"""I’m with Meat.""","""I'll go with Sergeant Can't Keep It In His Pants, then.""\n\n""Hey!""\n\n""We'll hike down the wall and take our respective tunnels. You guys have that one on the right over there. See it?"" she asks, pointing.\n\n""Yeah,"" Meat says. ""On it.""\n\n1.[[""I'm not crazy about this plan.""]]\n2.[[""Got it.""]]"
"""This is kind of a shitty idea.""","""Everything will be fine,"" Markie says. You go your separate ways, hiking down the cliff with Ryan. It takes the larger portion of an hour to reach your tunnel. You step inside.\n\n""Flashlights,"" Ryan says. You tell the computer to turn on the light attachment in your suit. It flickers for a moment before shooting a cone of light from your chest compartment.\n\n""Let’s do this,"" he says, pulling out his pistol. You do the same.\n\nThe two of you proceed through the cave. On the Head Up Display (HUD) of your helmet you can see the heartbeat monitors of everyone in your squad. Yours is going a little faster than normal and, knowing that everyone else can see that, you feel a little embarrassed.\n\n""Ten bucks we find caveman drawings.""\n\n1.[[""Sure, Ryan.""]]"
"""Where the fuck did she go, Ben? Talk to me.""","""She chased the doctor into the hallway. Can’t believe Doctor Strauss left me here.""\n\nBefore you can say a word, something SLAMS into you, knocking you across the floor. You look up. Markie sits atop of Ben, a scalpel in her hand. You can only see the side of her face but you know that your friend is gone. Blood and grime are dripping off her body, and her skin is peeling.\n\nAs if to remove all trace of doubt the creature inside your friend speaks. ""Now now teacher’s pet, no one likes a suck-up!""\n\n""The hell?!"" Meat roars.\n\nThe thing slams the scalpel into Ben’s face, sinking the blade into his right eyeball.\n\n1. [[Rush her.]]\n2. [[Scream in terror.]]\n\n"
"""Take it easy on him.""","Strauss narrows her eyes at you. ""I shouldn't have to take it easy on him. He should realize the gravity of the situation and man the fuck up.""\n\n""Well maybe I'd understand the aforementioned gravity if someone would tell me what the hell was going on.""\n\n1.[[""Ben’s dead now.""]]\n2.[[""There are one, possibly two monsters crawling around the ship.""]]\n"
"Don't look at your foot.","He wheels you down to the cryo room where Neil and Salvucci are waiting.\n\n""There's captain kickass herself!"" the pilot says. ""Oh don't look so put out, I'll buy you a foam finger when we get back to Mars.""\n\n1. [[""Fuck. You.""]]\n2. [[Laugh.]]\n"
"Fire your pistol blindly.","Meat fires the rifle across the room, the gun’s light chasing Markie’s feet as she darts away. You raise your pistol and fire blindly in front of Meat’s light, hoping to hit her with a lucky shot. Beside you, Neil screams in terror.\n\nYou hear the tell-tell click of the rifle as the clip goes dry. Meat swings the rifle around to point the flashlight at the door.\n\n""Go!""\n\nYou all make a beeline for the door. Meat yanks on the handle and light bleeds into the darkness as you all sprint into the hallway. You slam the door and then bend over to catch your breath. Luckily, you manage to pull back just in time to avoid the spew of vomit that erupts from Neil’s mouth.\n\n""That was Markie—our Markie?"" he says, wiping the spittle from his lip.\n\n""Yeah, it was,"" Meat answers, a tinge of sadness in his voice. He reloads the clip. ""This is my last one.""\n\n""Why didn’t she attack us?""\n\n1.[[""She wants us to run out of ammo.""]]\n2.[[""She's jerking us around.""]]\n"
"""With fisticuffs.""","""Hah. Yeah, no.""\n\n1.\t[[""The hanger. We can use the hanger.""]]"
"Look down","It’s Ben. There’s a giant slash across his cheek and his eyes are wide with fear, but he’s alive. You lean down to help him to his feet. You tug but he doesn’t get up. He whimpers in pain. Meat shines the light down where his feet should be; the upturned examination table has pinned his legs.\n\n""Travis, help me with this,"" Salvucci says, leaning down to grab the table.\n\n""Hang on, son,"" Meat says, handing you the rifle so that he can give Salvucci a hand.\n\n""She broke free…"" Ben says. ""Attacked me. Turn..turned the table on me.""\n\n1.[[""Where did she go?""]]\n2.[[""Hush now.""]]\n\n"
"Mercy kill Strauss first.","You fire a single shot. Strauss' head goes back and her limbs go limp. Markie turns to see all of you. She growls and drops Strauss.\n\nThat's when Meat fires at the control panel. Upon impact, the door dividing the hanger from the rest of the ship comes down, dividing you from the hanger. Alarms blare.\n\nYou watch from the door's window as both Strauss' corpse and the creature are sucked out into space. The two forms drift away until they're dots, inseparable from distant stars.\n\nNone of you give a cheer or breathe a sigh of relief, however. There's a sense of shame that hangs over all of you, an awareness of your cowardice. You played it safe so that one of your crewmates could sacrafice herself.\n\nThe auto-close kicks in and the hanger door shuts itself. The alarms cease their cries.\n\n""We should go check Neil's console,"" Meat says.\n\nThe three of you silently make your way to the cockpit. Inside, you find the autopilot already engaged. The console is covered in blood; the pilot's headless corpse is behind it.\n\n""He knew he wasn't going to make it,"" Meat says bitterly. ""Setting the autopilot must have been the last thing he did. Another goddamn hero.""\n\n""Everyone who died here will be honored when we get home,"" Salvucci says. \n\n""Oh good, because medals were really what I was concerned about,"" Meat says. ""I'm gonna go check the rest of the ship make sure nothing will snack on us while we sleep.""\n\n""I'll go with you,"" Salvucci says. ""Zoe, go make sure the cryopods are ready.""\n\n1. [[Go ready the pods.]]"
"Join it.","You awaken in sickbay. Meat is standing over you, a relieved expression on his face. You realize your holster's empty; your pistol is gone.\n\nHe's armed.\n\nYou feel the warmth of your own body. Something's happening inside.\n\n""You okay, Julia?""\n\n1. [[Fake cry.]]\n2. [[Go for his gun.]]\n"
"""I did not. I was too busy running for my life.""","""Great. If it’s not dead, we’re fucked. All we got left is your pistol. I’m guessing you’re down to two clips.""\n\nYou pop the clip out of your pistol to show him it’s the last one.\n\n""Shit.""\n\n""We don’t know if it’s alive. If it is, we’ll improvise.""\n\n""Great, I wonder who’ll die next time thanks to our improvisation.""\n\nStrauss says nothing. \n\nA few minutes later you reach the cockpit door. Ben’s body is still there, as are the burnt remains of the captain.\n\n""Well, that’s good, all things considered,"" says Meat. You notice that Strauss is deliberately looking away from Ben’s smashed skull.\n\nThe three of you step into the cockpit. You slam the door behind you.\n\n""Here’s the computer.""\n\nYou step over to the main console. A password screen greets you. You type in ""KONAMI.""\n\nThe screen changes to a selection of menus.\n\n""There’s the autopilot,"" says Strauss. She touches the screen and selects NEW AUSTIN.""\n\n""We done?"" Meat asks.\n\n""Yeah, I think we’re set.""\n\n""Good.""\n\nAll of you approach the door.\n\n""Now let’s get out of here before that fucking thing corn—"" \n\nA tentacle sweeps through the door as soon as it opens and brushes all of you aside with a mighty swing. You all going flying across the room. You slam into the viewport, cracking the glass, and then fall to the floor. Looking up, you see the thing step into view: it’s monstrous, with a greekly perfect human abdomen. \n\nThe thing’s face is distinctly unhuman with countless, slitted eyes glaring at you. The monster’s mouth is a vortex of meat and sharp teeth. Four tentacles protrude from its back, each one moving like a rattle snake.\n\n""No!"" you hear Strauss scream as one of the tentacles darts out and wraps itself around her neck.  It lifts her into the air and pulls her toward its master. You turn to look at Meat who’s paralyzed with fear, watching one of the tentacles dance above him.\n\nYou reach for your pistol.\n\n1. [[Help Meat.]]\n2. [[Help Strauss.]]\n3. [[Leave them to die.]]"
"Unholster your weapon.","You unholster your pistol. You hear it again: scuttling, and then something else--a high pitched whine that sends a shiver down your spine.\n\n""We're not alone,"" Meat says, voice low.\n\n""What's that?"" you hear Ryan say over your comm.\n\n""There's something in here with us. We're turning back.""\n\nHe nods at you and you both slowly back away.\n\n""What do you see, Meat?"" Markie asks.\n\n""Dunno. Don't like it whatever it is.""\n\nThe whine again. You focus your eyes and see something moving in the dark.\n\nMeat sees it, too. He fires at it. As muzzle fire fills the cave with flashes of light you see that the creature isn't one thing: but many things, with feelers and sharp teeth.\n\nThey rush toward you, hundreds of them.\n\n""Let's get out of here,"" Meat yells.\n\n1. [[Blast 'em.]]\n2. [[Get out of there.]]"
"""Let it go. I need you here and focused. We all do.""","He nods. ""You're right. Need to focus on the task at hand. What do you think it is you found on Earth?""  \n\n1.[[""Yog-Sothoth?""]]\n2.[[""Not a damn clue.""]]\n"
"""Uhh…""","Before you can answer, Strauss slams the fist of her unwounded arm against the door.\n\n""Listen here, you little shit. You open this door right now or so help me I’ll put you to sleep, slather whatever honey we have left in the cafeteria on your testicles, and we’ll use you as bait.""\n\nThe door slides open. Neil’s face, boyish as ever, awaits you and Strauss. He is unharmed.\n\n""It eats honey?""\n\n""I don’t think I’ll ever be able to fathom the depths of your stupidity, pilot.""\n\nNeil frowns; he seems genuinely hurt by the remark.\n\n1.[[""Let’s just go.""]]\n2.[["" Doctor Strauss is right; stop dicking around, Neil.""]]\n3.[[""Take it easy on him.""]]\n\n\n\n"
"""You made the sensible choice. It just wasn’t the right one. Don’t let it get to you.""","""What do you think it is you found on earth?"" Salvucci says, changing the subject. Your reassurance seems to have made him more focused.\n\n1.[[""Cthulhu?""]]\n2.[[""No clue.""]]\n"
"""Don't be a wuss. This is your chance to be a man.""","""Easy for you to say, Zoe. You’re not the one who’s being served up as dinner.""\n\nMeat slaps Neil on the shoulder. ""We won’t let you get eaten. Now stop being a pussy. You’re the tiniest one—the easiest prey, see?""\n\n""You’re not making this any more appealing.""\n\n""We can’t make him do this,"" Strauss interjects.\n\n""When the fuck did you grow a conscience? ""Meat growls.\n\n""I did what I did for the sake of survival. There were no other options. There are other options here. We just need to think rationally.""\n\n""Well,"" Meat says. ""I’m waiting, doctor.""\n\n""No,"" Neil says. ""I’ll do it.""\n\nYou turn to Neil.\n\n1.[[""You're certain?""]]\n2.[[""Damn right you will.""]]\n\n"
"Start","\n\n\n\n\n[img[TTATScover]]\n[[Begin]]\n\n[[Credits]]"
"""We lure it out into the open.""","""With what?"" Neil asks.\n\nSalvucci gets it. ""One of us.""\n\n""Oh that's fucking rich. Who's gonna volunteer for that?"" Neil says.\n\n""Uh, you are, little man,"" Meat says, slapping Neil on the back.\n\n""Fuuccccccck that.""\n\n""Oh don't be such a baby.""\n\n""You're not the one being strung up, you gargantuan motherfucker. Why don't you be the bait?""\n\n""Because I don't look like bait.""\n\nNeil looks to you. ""Julia, you gotta take my side on this.""\n\n1.[[""Well, you are ideal bait...""]]\n"
"Move to comfort him","You put down the rifle and lean over to hug him and reassure him when something large SLAMS into you, knocking you and Meat's rifle across the floor. You look up. The rifle's light shines on Markie as she sits atop of Ben, a scalpel in her hand. You can only see the side of her face but you know that your friend is gone. Blood and grime are dripping off her body, and her skin is peeling.\n\nAs if to remove all trace of doubt the creature inside your friend speaks. ""Now now teacher’s pet, no one likes a suck-up!""\n\n""The hell?!"" Meat roars, whirling around. Too late.\n\nShe slams the scalpel into Ben’s face, sinking the blade into his right eyeball.\n\n1. [[Go for the gun.]]\n2. [[Scream helplessly.]]"
"""There are one, possibly two monsters crawling around the ship.""","""Wait, there's two of them now?""\n\n""If you must know,"" Strauss says, turning her head to glare at Neil, ""Ben saved me and I left him to die. He's now become one of those things.""\n\nThe surprise and indignation in Neil’s voice fades. ""Oh.""\n\n""Yes. Now can we please just get back to sickbay?""\n\n""Sure. Sorry.""\n\n1.[[""Dude, stop talking.""]]\n2.[[""That was a bit harsh, Doc.""]]\n"
"""You too, okay?""","He smiles. The cab pulls away and you walk past your box—you’ll get the mail later—and inside your home.\n\nThe door slides shut. And that’s when you fall apart. You crumble to the floor and bawl yourself to sleep. You wake hours later only to cry yourself asleep again.\n\nWhen you wake up, you want to believe it’s a new day but you can still feel the weight of the dead on your shoulders. It’s a weight you never learn to completely shake, but you grow accustomed to it: the night terrors, the sudden flashes of the captain's dead eyes.\n\nMeat’s friendship and an ungodly amount of therapy helps you get through the trauma, as does Melissa, the lovely barista who becomes your wife. The military sticks you with an analyst position, something you’re quite fine with, though it is boring work.\n\nYou grow older. Melissa talks about having kids.\n\n1. [[Have kids.]]\n2. [[Don't have kids.]]\n"
"""Don’t talk like that.""","You open your mouth to speak, but you're cut off by a familiar voice. ""Well, captain, I guess it’s too much to hope for some confidence in my abilities.""\n\nOut from a supply closet steps Strauss. Sweat is dripping off her face; there’s blood on her lab coat.\n\n""Doctor, are you hurt?""\n\n""No,"" she says. ""It broke through the glass and grabbed me, but Ben pushed it off. I ran and didn’t look back. I heard him scream behind me.""\n\nSalvucci looks at you nervously.\n\n1.[[""Ben’s dead.""]]\n2.[[""You left him to die, you bitch.""]]\n\n"
"""Zoe,"" he says.","""Zoe, everything okay? You’ve got that look in your eyes.""\n\nRyan constantly feels some odd need to ask whether or not you’re all right. Either out of attraction or big-brotherly concern, you’re not sure which. However, you are certain that it annoys the shit out of you.\n\n1. [[""Leave me alone.""]]\n2. [[""I'm fine. Stop asking.""]]\n"
"""Your bickering is going to get us killed.""","""Sorry,"" he says. ""She’s just getting on my nerves. I know she’s had it rough. She and Ben were a thing, so she’s on edge even more than usual, I guess.""\n\nThe two of you enter the cafeteria and then, after taking a precautionary look around, you go into the kitchen and stuff everything you can get your hands on into the two bags you brought from sickbay: fruit chips, soda, water bottles, pastries, canned soup.\n\nWhen you’ve filled the bags, you leave the cafeteria and make your way to the common room. Strauss, Neil, and Salvucci are waiting. The common room is a circular room with a couch, several chairs, and a large wall-mounted monitor connected a server archive of countless movies, shows, and documentaries.  \n\nOn the back wall, there are portholes—just like on the ships of old that sailed the waters—where you can gaze into the dark of space.\n\n""Run into any trouble?"" Salvucci asks as you hand him the bag.\n\n""Didn’t see a damn thing,"" Meat says.\n\n""I’m telling you,"" Strauss says, rubbing her bandaged arm, ""we won’t see it until it wants us to see it.""\n\nMeat grumbles something about paranoia and then heads over to the table, where Neil is setting up a checkers board.\n\n""How’s your arm, doctor?"" Salvucci asks.\n\n""Fine, captain. Thank you.""\n\nYou look around and notice dimly that you’re a bit tired.\n\nWhat should you do?\n\n1.\t[[Talk to Meat and Neil]]\n2.\t[[Go to sleep.]]\n"
"""Listen bitch, step off.""","Strauss says nothing.  You can’t help but notice Neil’s grin.\n\n""When are they supposed to be back?"" He asks.\n\n""An hour from when we left,"" Strauss says.\n\n""How long ago was that?""\n\n""I don’t know. I’m not your timekeeper.""\n\n""Sheesh. Well, okay, so what should we do to pass the time?""\n\n""Time’s going to pass regardless of what we do with it.""\n\n""Right. So you’re going to sulk over there in the corner. Fine.""\n\nHe turns to you. ""Julia?""\n\n1. [[Rock, Paper, Scissors]]\n2. [[Tic-Tac-Toe]]\n3. [[Also sulk in silence]]"
"""No, it doesn't.""","""Right? But I guess there's nothing we can do.""\n\nYou both return to your group of friends to find that Neil is mooning the barkeep.\n\nWeeks pass. One day you see a report about Earth mysteriously self-destructing. ""An issue with the core,"" the handsome anchor says. \n\nNo one mentions monsters. No mentions nukes or fleets of war crusiers. The thought strikes you that no one will ever know the sacrifices of you or your crew. You weep and Jessica asks what's wrong.\n\nYou lie. Just as you do when she asks you about the augmentations--the very ones she installed. ""Accident in the cryotube,"" you tell her. You're so wracked with guilt over these lies that you make it a priority to never lie to her about anything else. For the most part, your relationship is one built on trust.\n\nThree years after your return to Mars you're married. It's a simple ceremony. Your parents show up, as do the surviving members of your crew. You eat cake. You kiss.\n\nYou move in with Jessica even though her apartment is smaller than yours. You just love the view of the Martian landscape, and Jessica, quite content not to move anything, is more than happy to oblige you.\n\nOne day you catch a glimpse of light reflecting off the glass of the balcony window. You step onto the balcony and look out across the red canyons of your planet just to take in the beauty of it all. This is your new life, you tell youself. You've earned every second of it.\n             \nThe End\n\n"
"Pair off with Markie.","""Awesome, someone I can actually depend on,"" she says, shooting a dirty look at Ryan.\n\n""The hell did I do?""\n\nShe ignores his question. ""You two will take that hole over there.""\n\n""All right then,"" Meat says.\n\n1.[[""Things that are not great ideas: this.""]]\n2.[[""Let's get on with this then.""]]"
"""Oh do tell.""","""I'm trying to figure out whether that's sarcasm. It's hard to tell with yo--""\n\n""Andattheboardwalkifound..."" \n\n""Uh...what was that?""\n\nA shiver runs up your spine.\n\nYou raise your pistol up in front of you. The weapon's flashlight reveals there's nothing there.\n\n""Was that Mar--HOLY SHIT!""\n\nYou feel Neil scramble up your leg. You turn to see Markie, her face slowly melting on Neil's pants leg.\n\n""Oh shit oh shit oh shit.""\n\nNeil's head is in the way. You can't get a clear shot.\n\n1. [[Shoot anyway.]]\n2. [[Push Neil out of the way and lunge at Markie.]]"
"Sleep in the barracks.","In the barracks, Meat flips on the lights and the three of you find your respective beds.\n\n""Sleep tight, ladies,"" says Meat.\n\nTo your surprise, you find yourself drifting to sleep atop your bunk. Dreamless sleep covers your eyes. Briefly.\n\nYou awaken to the sound of choking. The first thing you see through blurred vision is a blood trail on the floor. You leap out of the bed and follow the trail out of the room to find Meat on the ground, neck slit. His eyes are watery as he grasps his throat.\n\n""Strauss,"" he chokes ""Strauss."" He nods toward the lounge.\n\nHe closes his eyes and is gone forever.\n\nYou go to the lounge. You open the door to find Strauss standing in the middle of the room, a bloody scalpel in her hand. Her back is to you.\n\n""Julia?"" she says, not turning to face you.\n\n1.[[""Lenore.""]]\n\n"
"Leave them to die.","It's a hard choice, but in the end, you get to your feet and sprint past the monster as it slaughters Strauss and Meat. You can hear their screams as you run down the hall. Soon things are mercifully silent. \n\nYou climb up into the ventilation and decide to make your base of operations there. You're a survivor, you tell yourself. All you have to do is stay alive two months. That's all.\n\nYou go, day by day, into the ship in search of supplies. You often go to the mess hall to stock up on food and bring it back to the vents. You run into the creature twice. Each time it's grown bigger, nastier. The first time, you get away without a scratch.\n\nThe second time, a tentacle pierces your ankle. You still manage to hop away, but you can't climb into the vent because of your injury. You seek refuge in the darkness of the barracks. Soon every breath brings pain. You refuse to accept the hand you've been dealt, even when Strauss, half her head missing, sits down beside you to have a chat.\n\n""You had a good run, idiot,"" she says. You stare at her ravaged face. \n\n1.[[""You're not fucking real.""]]"
"""Everybody chill the fuck out.""","""Believe me, Julia, I’m all for a drawn-out, rational conversation, but we can’t afford that luxury. She could expire and change at any moment.""\n\n""This is a bad horror movie,"" Ben moans, staring into the glass while Markie gazes at her own cauterized stump. She’s drooling now and has a nosebleed. You can see black veins popping beneath the skin on her forehead.\n\n""Enough,"" Salvucci says at last. ""We’re not killing anyone on my ship—we’re not savages.""\n\nMeat seems relived. ""Thanks boss.""\n\n""This is a mistake,"" Strauss says.\n\n""Maybe,"" he says, ""but it’s my mistake to make, not yours. Do what you can to keep her alive and prep her for cryo sleep.""\n\n""Again, a mistake.""\n\n""Doctor Strauss, unless you want to be brought before a military tribunal for insubordination, I suggest you do as I say.\n\n""Yes, captain,"" she says, voice calm, but there’s a fire in her eyes. ""Ben, lower the temperature to 15 degrees Fahrenheit. We’ll try to freeze her.""\n\nMarkie looks up at you all. A smile breaks out over her face and then she leans over and pukes.\n\n""Disgusting creature,"" Strauss mutters.\n\n""Travis, Julia, to the cockpit,"" Salvucci says.\n\n1. [[Go to the cockpit.]]\n"
"Find Neil.","You take the pistol from Meat's and proceed down the hall until you reach the cockpit. The door is unlocked. You step through.\n\nBoth Neil and Salvucci are there peering over the main console. They turn when they hear you enter.\n\n""Zoe?"" Neil says, his eyes staring at the blood on your face and uniform.\n\n1. [[Murder both of them.]]\n2. [[Put a bullet in your brain.]]\n"
"""Yeah, they're chum.""","""What the fuck, Zoe?""\n\nHe turns to Strauss. ""When are they supposed to be back?""\n\n""An hour from when we left,"" Strauss says.\n\n""How long ago was that?""\n\n""I don’t know. I’m a doctor, not a timekeeper.""\n\n""Sheesh. Well, okay, so what should we do to pass the time?""\n\n""Time’s going to pass regardless of what we do with it.""\n\n""Right. So you’re going to sulk over there in the corner. Fine.""\n\nHe turns to you. ""Zoe?""\n\n1. [[Play Rock, Paper, Scissors.]]\n2. [[Play Tic-Tac-Toe.]]\n3. [[Sulk in silence.]]"
