incoming,text
"Rock, Paper, Scissors","You go four rounds. Neil wins two of them (rock over scissors each time). You with the other two times, with paper over rock.\n\nYou’re about to start the fifth round when the second door to sickbay opens, and Meat and Salvucci step inside; both men were dark expressions.\n\n""I’m guessing your hunt was uneventful?"" Strauss says.\n\n""Yeah, go on and rub it then,"" Meat says, turning to rifle through the medical cabinets.\n\n""What are you looking for?""\n\n""Food.""\n\n""This is a medical facility. What makes you think there’s food in here?""\n\nMeat opens one of the lower cabinets and, after a moment, pulls out a large bag of apricot chips.\n\n""Your assistant told me about his stash a while back.""\n\n""I’m glad you can eat his food while his blood is smeared all over the floor.""\n\n""Not like he’s going to need them,"" Meat says with a shrug.\n\n""Enough you two,"" Salvucci barks. ""Pilot, you all right?""\n\n""Yeah, I’m fine, captain. Thanks for asking.""\n\n""Did you three see anything?""\n\n""No,"" Strauss says.\n\n1.\t[[""Where did you look?""]]\n2.\t[[""Did it leave any sort of trail?""]]\n\n\n"
"Lunge at Markie.","You push Neil to the side and ram the butt of the pistol into Markie's face. Flesh and pus and blood splash your arm; the revolting stench gets in your nostrils. You hit Markie in the face again and again. Her blood's on your face now, in your eyes, in your mouth.\n\nThe body goes limp. You stop. And then, finally having a chance to smell what you're covered in, you vomit.\n\n""Julia?"" Neil says tapping you on the shoulder.\n\nYou respond by throwing up some more. You're lightheaded and swaying.\n\nNeil says your name again, but you can barely hear it over the screams, a woman hollering inside your head so loud it cracks the walls of you skull and sets your synapses aflame.\n\nIt's Markie. ""Mine,"" she shrieks. ""Mine!""\n\nYou're falling. You succumb to the dark. But in that darkness, she talks to you. Her voice mingling with a deeper one, the voice of the monster. Of the thing that killed her and Ryan and Strauss.\n\nYou are mine, it says, but you're stronger than those who have come before you. I cannot break your will so easily, so I offer you an opportunity: allow what's happening to you to happen and we can achieve the destiny of my race together. You will be a legend. If you do not, we will find another way regardless. We've slept in the chambers of your planet for your species' entire existence, waiting. The stars are our destiny--not yours. Your struggle is inevitable. Join us for infamy or sacrifice yourself for nothing.\n\n1. [[Join it.]]\n2. [[Sacrifice yourself for humanity.]]\n"
"""I am so close to shoving that saw up your ass.""","She doesn't turn to look at you. ""Yes, yes, you're very frightening, Zoe. Now go away.""\n\nYou leave before your anger gets the best of you.\n\n1.[[Go eat something.]]\n"
"Look where she's pointing.","Markie's nametag, covered in grime.\n\n""So, she's like dead, right?"" Neil says, picking gunk out of his hair. ""We're safe now.""\n\n""Why did she die, though? And why like that?"" Salvucci asks.\n\n""Travis,"" Strauss says. ""What did you say earlier?""\n\n""What?""\n\n""You said something a minute ago. What was it?""\n\n1.[[""He said it was a bomb.""]]"
"""She wants us to run out of ammo.""","""She’s doing a hell of a job of it, then. Played us like a fuckin’ fiddl—""\n\n""Zoe! Neil! Anyone!"" Your walkie comes to life; it’s Strauss, her voice filled with panic.\n\nYou pull the walkie off your belt loop.\n\n""Please help us!"" Strauss cries. ""The captain keeps shooting but it’s not doin—oh god.""\n\nNeil looks at you in horror. You click the button on side the side of the walkie. You say:\n\n1.[[""Hang on! We're on the way.""]]\n2.[[""That's what you get.""]]\n\n"
"""Captain…""","""I already took one risk today, Julia, and that got someone else killed. Superstitious or not, we’re doing this. Now come on.""\n\nSalvucci leaves the room. You turn to look at Meat. He’s pale.\n\n1.[[""Good luck.""]]\n2.[[""Be careful.""]]\n3.[[""You sick fuck.""]]\n"
"""Whatever it is, we've got enough firepower to put it down.""","Salvucci's furrows his brow. ""Not a comforting answer.""\n\n""What killed Ryan?"" Neil continues.\n\n""Stop talking, Neil,"" Salvucci says with a raised voice before turning back to you. ""Maybe Strauss was right.""\n\n""Captain, I have to insist. Ryan is a childhood buddy. I know his family. Somebody tell me what’s going on.""\n\n""Ryan got killed by some fucking thing,"" Meat says. ""Almost got us too. Up to speed, dipshit? Let the adults talk now.""\n\nNeil sinks back into his chair. ""He’s dead,"" he says in disbelief.\n\n1.[[""We're going to be that way too if we don't get our head in the game, Neil.""]]\n2.[[""Suck it up, Neil. Cry later.""]]"
"Kill her.","""I...I had to,"" she stutters. Everyone watches as you pick up your pistol and stick the barrel against her chest.\n\n""Do it,"" Meat growls.\n\n""Zoe, let's think about this,"" Neil says, sweating.\n\n""There wasn't any other way, please, Zoe. He would have killed us.""\n\nThe first shot sends her reeling, clutching the wound with her hands.\n\n""Stop!"" Neil yells.\n\nMeat points his pistol at her as well.\n\n""Guys, guys stop,"" Neil screams.\n\n""Burn,"" Meat tells her. He fires a shot into her chest. She gasps and falls to the ground.\n\nYou aim at her head and squeeze the trigger one last time. She goes still.\n\nMeat leans over and spits on her body.\n\nNeil moans in horror. ""Travis...""\n\n""She would have killed us, man; the moment she saw any of us as a threat, she would have killed us without a thought, just to save her sorry hide. Good riddance.""\n\nMeat lights up his molotov and throws it atop Ben and the captain's corpses.\n\n""So, uh, what do we do now?"" Neil says, watching the bodies burn.\n\n""We're not done hunting, Neil.""\n\n""With what? You saw what bullets did to Ben: took a whole damn clip and then some.""\n\n""We'll have to improvise, won't we? I don't know about you, but I sure as fuck don't plan on being some monster's dinner.""\n\n1.[[""We draw it out.""]]\n\n"
"""I killed Neil and Markie.""","""Shit. I'm sure you did what you had to. Make your way back to the hall.""\n\nYou do so. Meat and Salvucci are below you, waiting. Meat looks away from you.\n\n""Are you sure it's dead?"" the captain asks.\n\n1.[[""It's not getting back up.""]]\n2.[[""I think so...but I couldn't tell for sure.""]]\n"
"StorySettings","jquery:off\nhash:off\nbookmark:on\nmodernizr:off\nundo:on\nobfuscate:off\nexitprompt:off\nblankcss:off\n"
"""Not even a simple 'thanks?'""","""You're right. You saved my life and I'm grateful for that. I just hope you did more than briefly delay my demise.""\n\n1.[[""Any ideas how to beat that thing?""]]"
"""Come on. Let's get out of here.""","""Yeah, let’s.""\n\nThe two of you walk back through the hallway leading to the hanger and then to the cockpit. The bodies of your crew are still there. Meat stares at them.\n\n""Do you think if we had made different choices, they'd still be alive?""\n\n1.[[""I really don't know.""]]\n2.[[""Does it matter?""]]\n"
"""You're not fucking real.""","""No,"" she says, turning away from you. ""But it is.""\n\nYou turn just in time to make out the tentacle that rends your head from your body.\n\nThe last sound you hear is the beast roaring with satisfaction.\n\nThe End\n"
"""Is your suit ripped?""","""I’m fine. The hole isn’t that big.""\n\n""What happened to Ryan?"" Meat shouts over the roar of Speedwell’s engine as the ship lands.\n\n1.[[""Fucking thing ate him.""]]\n2.[[""It happened so fast.""]]\n"
"""Stay alive.""","""You too, princess.""\n\nHe gets in position. A second later, the door bursts open and flies across the hanger. In steps the monster, eyes looking about wildly.\n\nIt takes a step toward you.\n\n""Over here, motherfucker!"" Meat shouts through his suit’s comm.\n\nIt growls and moves toward him. Its footsteps leave imprints in the steel floor.\n\nMeat backs away from the droids until his back is pressed against the wall. He grabs onto a wall-railing.\nThe monster steps in front of the line of droids.\n\n""Do it, do it now.""\n\nYou take aim at the switch on the far wall. You fire.\nThe shot slams into the switch, and the alarms blare. Meat slowly pulls himself along the rail until he’s behind the droids.\n\nThe hanger door opens and air swooshes out. You grip the railing beside you.\n\n""Hold on!""\n\nThe beast begins to backslide toward the hanger door, its feet dragging. It tries to throw a tentacle at Meat, but they’re pulled as well. Seconds later they snap off and go flying into the black.  \n\nMeat, clinging to the railing, kicks the droids. It takes a second for them to detach from their holders and tumble down into the behemoth. The first one knocks it back a couple of feet. The second droid seals the monster’s fate, knocking it off both of its feet and sending it careening into the stars.\n\n""Eat shit and die, you fuck!"" Meat screams through the comm. You can’t help but grin as the monster spins out of sight.\n\nThe alarms in the hanger continue to yell for a couple of seconds, and then the emergency seal protocol activates, and the hanger door slowly slides to a close again.\n\n""We did it,"" Meat says. ""We fucking did it.""\n\nHe walks over to you and hugs you tightly. You both laugh. \n\n""We’re alive!""\n\n1.[[""Come on. Let's get out of here.""]]"
"""This plan sucks.""","""Yeah, well this is officially plan Z. There is no other plan.""\n\nThe door behind you clangs.\n\n""Shit,"" Strauss says, coating the last bullet. ""At least we don't have to bait it now.\n\nA louder bang now. A tentacle penetrates the door.\n\n""Come on, let's go!""\n\nYou leave through the other sickbay door. In the hallway, she hands you your pistol. You find the viewport. It's a spacious square of glass that takes up half the wall. Behind you, there is the sound of giant, reveberating footsteps.\n\n""He's coming. You get near the switch. I'll jump back after you shoot the window."" Strauss positions herself near the window; you stand next to the switch. \n\nThe creature approaches. It growls as it lumbers toward the doctor. Both the monster and Strauss are close to the window now.\n\n1. [[Shoot the window.]]\n2. [[Shoot Strauss first.]]"
"Leave him be.","He stops punching the wall. Blood drips from his fingers. He breathes heavily.\n\n""He’s dead because of us.""\n\n1.[[""Yeah, well, let's make sure he died for something worth dying for.""]]\n2.[[""Get your head in the fucking game.""]]"
"Laugh.","You all laugh. You see a smile creep onto Salvucci's face.\n\n""You're the reason we're alive. You can expect great things when we get back.""\n\nBoth Meat and Neil help you into your pod. \n\n""Don't worry, you won't be the only human popsicle. We're just going to make sure the ship's clean before we all go to sleep. Rest easy.""\n\n1.[[""Yeah, yeah, get on with it.""]]\n2.[[""When I wake up, I expect to have kickass robo-limbs.""]]\n"
"""Erosion...right.""","""It doesn’t work like that, Ryan. I’m reading at least seven tunnels, carved out exactly the same size.""\n\n""Meaning what?""\n\n""There might be something down there.""\n\n""Spooky,"" Meat says, peering at the expanse of the crater.\n\nFor a moment no one says anything.\n\n1.[[""We should check it out, right?""]]\n2.[[""Let’s check it out.""]]\n3.[[""I feel like nobody really wants to go down there, and that no one is going to say otherwise if we leave out some details out of our report. Sound good to everybody else? Good.""]]\n4. [[Absentmindedly kick rocks while you wait for someone to answer.]]\n"
"Save yourself.","It's a hard choice, but in the end, you get to your feet and sprint past the monster as it slaughters Strauss and Meat. You can hear their screams as you run down the hall. Soon things are mercifully silent. \n\nYou climb up into the ventilation and decide to make your base of operations there. You're a survivor, you tell yourself. All you have to do is stay alive two months. That's all.\n\nYou go, day by day, into the ship in search of supplies. You often go to the mess hall to stock up on food and bring it back to the vents. You run into the creature twice. Each time it's grown bigger, nastier. The first time, you get away without a scratch.\n\nThe second time, a tentacle pierces your ankle. You still manage to hop away, but you can't climb into the vent because of your injury. You seek refuge in the darkness of the barracks. Soon every breath brings pain. You refuse to accept the hand you've been dealt, even when Strauss, half her head missing, sits down beside you to have a chat.\n\n""You had a good run, idiot,"" she says. You stare at her ravaged face. \n\n1.[[""You're not real.""]]"
"""Except for the dead.""","""Yeah,"" he says, his smile fading. ""Except for them.""\n\nNeither of you says a word for a moment. Meat breaks the silence. ""I'm gonna go tell them you're awake and we'll get your pod ready.""\n\nHe leaves and comes back a couple minutes later, grabbing a wheelchair from the corner of the room. ""All right, let's get you in. Just don't look at your foot.""\n\nHe helps you into the chair.\n\n1. [[Look at your foot.]]\n2. [[Don't look at your foot.]]\n"
"Give Meat the walkie.","Meat takes the walkie. ""Neil?""\n\n""She’s fucking here, guys. She reeks.""\n\n""Sit tight,"" Meat says. He nods at you. Both of you creep to the door. Meat pushes it open slightly and peers out. You look out as well.\n\nNeil is backing into a wall, face red and dripping with perspiration. Several feet away is Markie. You can smell her from here, but that’s not what’s making you struggle not to gag. Her face is a jagged piece of flesh hanging from her skull, her sockets void of eyeballs.\n\n""Stay away from me,"" Neil begs.\n\nIt lumbers toward the pilot, groaning. Several teeth fall to the ground in a mixture of salvia and blood.\n\n""Now,"" Meat says.\n\nThe two of you emerge from the kitchen. Markie doesn’t even have time to turn her head before rifle fire rips the neck from her body and her head tumbles to the floor, smashing to the ground like a pumpkin.\n\nMeat opens his mouth to let loose a witty remark, but vomit emerges. You’re not far behind, the smell finally having gotten the best of you. Luckily, there’s not much for you and your partner to barf up.\n\n""Oh godfuckingshit,"" Neil yells. ""That was Markie.""\n\nHe takes a step closer to the body.\n\n""So, we like win now, right? They’re all dead?""\n\n""Yeah, I think—""\n\nMeat is cut off by the sound of Markie’s hand slapping the floor as the body convulses, pus and blood shooting from the decimated neck stump. He fires the rest of the clip into the corpse.\n\n1. [[Shoot it!]]\n2. [[Dart into the kitchen.]]\n"
"End your life.","No sense in delaying the inevitable.\n\nYou press the gun against your temple. You pull the trigger. You lifeless body collapses onto the floor to join the others.\n\nYour ship drifts through space for nearly a decade until it finally collides with an asteroid and explodes, vaporizing your corpses.\n\nThe End\n"
"Murder both of them.","You take out the immiediate threat first, blowing Salvucci's mind out the back of his skull. The captain slumps.\n\nNeil puts his hand up to block the next round but the bullet tears through his palm and into his chest. He takes a step backward. You fire another shot. He falls back onto the console.\n\nGood child, the voice says. Now set a course for the human world.\n\nYou approach the console, pushing Neil's corpse out of the way. Neil was logged in, luckily. You play around with the settings until you find the autopilot and set a course for Mars.\n\nThe voice tells you it's proud of you and that great things await. It tells you to wait, so you do. Later on, your body seizes and you flop to the ground like a fish. You watch with a mixture of horror and fascination as your arm explodes, spraying blood, skin, and bone everywhere, to reveal a purple jagged claw.\n\nNow, the voice says, your work truly begins. You follow its instructions and penetrate the chest cavities of Meat, Neil, and Salvucci with your claw. An hour later they've all risen. Of course, they're not really the people you knew. They're walking cocoons, dead flesh nuturing future soldiers.\n\nIt strikes you as odd that you should feel no guilt, but you chalk it up to how quickly you're evolving. Maybe guilt was, after all, a weakness that needed to be culled. The closer you get to Mars, the more changes your body undergoes. \n\nFirst, another claw sprouts. Next, in your sleep, you lose your skin and find it replaced with a hard shell-like body. You teeth fall from your mouth and are replaced with the kind of teeth monsters in fairy tales have.\n\nWhen you're a day away from the red planet, your soldiers hatch. They look like smaller versions of you.\n\nThey are to obey your every command, the voice says. Do not disappoint us, child.\n \nSoon you have forgotten your human life and have not only come to terms with what you are, but you look forward to your duties. The descendents of your new species will sing songs of your exploits and worship the very ground you have tread.\n\nMars looms and with it, your future.\n\nThe End\n\n"
"""Don't you say a goddamn word to me.""","""I guess I shouldn’t expect kindness from any of you, though I only did what had to be done.""\n\nMeat lights the rag and then tosses the bottle at the corpses. Ben goes up in flames quickly. The captain isn’t far behind.\n\n""Come on, let’s go,"" Neil says.\n\n""Yes,"" Strauss says. ""Anywhere but here.""\n\n""Sure you don’t want to watch your boyfriend barbecue?"" Meat says.\n\nStrauss gives him a look of pure malice and then walks around the corner.\n\nNeil waits until she’s out of sight. ""What now?""\n\nMeat looks at him. ""We’re not done hunting.""\n\n""Did either of you get the captain’s pistol?""\n\n""Yeah, it didn’t have any ammo in it, though. That’s not good. Man is…was a crackshot. That thing probably soaked up all those bullets like a sponge.""\n\n""We’ll have to improvise.""\n\nThe three of you leave. You don’t look back at the bodies, but you can hear the flesh crackling.\n\nStrauss is waiting for you down the hallway, arms folded, the stony quality of her face fully returned. ""What now?"" she says.\n\n""We find the other one and kill it.""\n\n""Yes, but how precisely? What’s our strategy?""\n\n1.[[""We need someone up in the vents.""]]\n"
"""I really should have let him kill you.""","Meat lights the rag and then tosses the bottle at the corpses. Ben goes up in flames quickly. The captain isn’t far behind.\n\n""Come on, let’s go,"" Neil says.\n\n""Yes,"" Strauss says. ""Anywhere but here.""\n\n""Sure you don’t want to watch your boyfriend barbecue?"" Meat says.\n\nStrauss gives him a look of pure malice and then walks around the corner.\n\nNeil waits until she’s out of sight. ""What now?""\n\nMeat looks at him. ""We’re not done hunting.""\n\n""Did either of you get the captain’s pistol?""\n\n""Yeah, it didn’t have any ammo in it, though. That’s not good. Man is…was a crackshot. That thing probably soaked up all those bullets like a sponge.""\n\n""We’ll have to improvise.""\n\nThe three of you leave. You don’t look back at the bodies, but you can hear the flesh crackling.\n\nStrauss is waiting for you down the hallway, arms folded, the stony quality of her face fully returned. ""What now?"" she says.\n\n""We find the other one and kill it.""\n\n""Yes, but how precisely? What’s our strategy?""\n\n1.[[""We need someone up in the vents.""]]\n"
"Run away.","You both retreat.\n\n""Neil,"" he yells into the comm. ""Bring the Speedwell to the LZ. We need some fucking help here.""\n\n""Coming as fast I can,"" Neil replies.\n\nYou run and run and run. You lose feeling in your legs but somehow manage to keep going full speed anyway. Near the end, you swear that your heart is going to burst and that your lungs will catch on fire, but you eventually stumble out of the tunnel into the irradiated light of dusk.\n\nAcross the way, you see Markie running by herself--her suit covered in what appears to be blood. Ryan is nowhere to be seen. You’ve covered half the distance to her when, looking up, you see the Speedwell beginning its descent.\n\nWhen you reach her, you take her by the arm and look through her visor. Her eyes are wild and she's sweating.\n\n""Markie,"" Meat says, ""where's Ryan?""\n\nShe stutters. ""D...d..dead.""\n\n""Fuck!"" He turns back to the hole you and he emerged from. The wave of crabs has reached the mouth of the cave. In the light, they're purple and fungal looking.\n\nHe fires some shots at them while you tend to Markie. Her arm is wounded.\n\n1.[[""Are you okay?""]]\n2. [[Remain silent and keep your hand over the tear in her suit.]]\n\n"
"""Look, all I know is that whatever we found on Earth wasn't human.""","""What killed Ryan?"" Neil continues.\n\n""Stop talking, Neil,"" Salvucci says with a raised voice before turning back to you. ""Maybe Strauss was right.""\n\n""Captain, I have to insist. Ryan is a childhood buddy. I know his family. Somebody tell me what’s going on.""\n\n""Ryan got killed by some fucking thing,"" Meat says. ""Markie got bit by something else and is infected with a disease. Up to speed, dipshit? Let the adults talk now.""\n\nNeil sinks back into his chair. ""He’s dead,"" he says in disbelief.\n\n1. [[Give him a comfort pat and offer your condolences.]]\n2. [[Refrain from doing anything.]]"
"""I should have let him kill you.""","Meat lights the rag and then tosses the bottle at the corpses. Ben goes up in flames quickly. The captain isn’t far behind.\n\n""Come on, let’s go,"" Neil says.\n\n""Yes,"" Strauss says. ""Anywhere but here.""\n\n""Sure you don’t want to watch your boyfriend barbecue?""\n\nStrauss gives him a look of pure malice and then walks around the corner.\n\nNeil waits until she’s out of sight. ""What now?""\n\nMeat looks at him. ""We’re not done hunting.""\n\n""Did either of you get the captain’s pistol?""\n\n""Yeah, it didn’t have any ammo in it, though. That’s not good. Man is…was a crackshot. That thing probably soaked up all those bullets like a sponge.""\n\n""We’ll have to improvise.""\n\nThe three of you leave.  You don’t look back at the bodies, but you can hear the flesh crackling.\n\nStrauss is waiting for you down the hallway, arms folded, the stony quality of her face fully returned. ""What now?"" she says.\n\n""We find the other one and kill it.""\n\n""Yes, but how, precisely? What’s our strategy?""\n\n1.[[""We need someone in the air ducts.""]]\n"
"""A bomb.""","""Oh no no no no,"" Strauss says. She sticks her fingers in her mouth.\n\n""What the hell are you doing, doctor?""\n\nShe retches and pulls her fingers out. ""What does it look like? We could be infected. Shit, we shouldn't even fucking be here right now. Get out!""\n\nShe gets up and makes a dash for the door. The rest of you follow her into the hallway. ""Showers,"" she yells.  She leads you to the shower stalls.\n\n""Shouldn't we be using the one in your lab?"" Meat asks, taking his shirt off.\n\n""Not enough time,"" she says, ripping off her shirt and bra, not bothering to cover her breasts. ""Hurry!"" She rushes into one of the stall.\n\nYou disrobe and disappear into a stall of your own. Hot water washes over you, cleansing you of the gunk on your body.\n\n""Wash your hair! Make sure every bit of you is clean!"" Strauss screams.\n\nYou shampoo and rinse your hair. You spend half an hour scrubbing yourself. When you step out, Meat thrusts a towel in your hands--his eyes closed--so you can cover yourself. You wrap yourself up and go to your locker to fetch your spare uniform. A couple of minutes later, you're dressed. You step back into the shower room to see Meat putting on his boots. Salvucci, Strauss, and Neil are there as well wearing their uniforms.\n\n1.[[""Everybody cool?""]]"
"""Listen to me: this is not on you.""","""Yeah,"" he says, not meeting your eyes. ""Whatever. We need...we need to get this thing moving again. He gave you a password, right? Let's hope that console has autopilot or some shit. Worry about that motherfucker then.""\n\nThe two of you make your way toward the cockpit.\n\nA few minutes later you reach the cockpit door. Ben’s body is still there, as are the burnt remains of the captain.\n\n""Well, that’s good, all things considered,"" says Meat. You step into the cockpit. The door slides shut behind you.\n\n""Here’s the computer.""\n\nYou step over to the main console. A password screen greets you. You type in ""KONAMI.""\n\nThe screen changes to a selection of menus.\n\n""Here we go: autopilot"" says Meat. He touches the screen and selects NEW AUSTIN. You head for the door.\n\n""All right, good. We're set. Let's get the hell out of her--""\nA tentacle sweeps through the door as soon as it opens and brushes both of you aside with a mighty swing. \n\nYou slam into the viewport, cracking the glass, and then fall to the floor. Looking up, you see the thing step into view: it’s monstrous, with a muscular human abdomen.\n\nThe thing’s face is distinctly unhuman with countless, slitted eyes glaring at you. The monster’s mouth is a vortex of meat and sharp teeth. Four tentacles protrude from its back, each one moving like a rattle snake.\n\nYou turn to look at Meat. He's being lifted into the air by one of the tentacles. His face turns red; he's slowly being choked to death.\n\nYou reach for your pistol.\n\n1. [[Risk your life to save Meat.]]\n2. [[Leave Meat to die and save yourself.]]"
"""She was infected. She killed Meat out of cowardice.""","""God,"" Salvucci says.\n\n""And then there were three,"" Neil says.\n\n""We're probably infected too,"" Salvucci says quietfully.\n\n""But there's been no symptoms yet.""\n\n""What if they never show up until years later? When we're back on Mars.""\n\n""Then a doctor could take care of us or something, man.""\n\nYou see Salvucci slowly reach for his pistol again. ""I can't take that risk. If our survival puts humanity at risk...""\n\n""Cap,"" Neil says, backing into the wall. ""Think straight here.""\n\n""I'm sorry, pilot. I'm sure Zoe agrees.""\n\n1. [[Let Salvucci kill you.]]\n2. [[Kill him first.]]\n"
"""MOVE!""","Before the words can leave your mouth, there’s a whooshing sound followed by a giant spike tearing through Ryan’s chest, splattering the cave with red. Ryan’s pistol drops to the floor. He moans. \n\nYou cast your light on the protruding spike and realize, as your comrade is slowly being lifted in the air, that it’s a limb of some sort.\n\nMarkie’s voice barks over the comm. ""Julia! What’s happening? Ryan’s vitals are dropping."" You fire several shots into the darkness. One of them slaps into Ryan’s arm; his blue eyes gaze at you in shock.\n\nMeat now: ""Julia? Answer us, girl. What the hell is going on?""\n\n1.[[""Get the Speedwell here now!""]]\n2.[[""We’ve got to go!""]]\n3.[[""Something’s got Ryan!""]]\n"
"""Let’s check it out.""","""Ryan, let Captain Salvucci know what we’ve found. Let’s try and get a pick-up at the LZ in two hours.""\n\n""Aye.""\n\n""That thing loaded, Meat?""\n\n""Duh.""\n\n""Okay, I’m thinking we should split up to cover more ground. How should we do this?""\n\n1.[[""I’m with Ryan.""]]\n2.[[""I’m with Markie.""]]\n3.[[""I’m with Meat.""]]\n"
"""Oh good, that means your ass is useless in a fight.""","""Yes,"" she says. ""I guess it does, doesn't it?""\n\nThe two of you proceed down the main hallway. The silence is heavy, and Strauss seems to be deep in her own thoughts.\n\n1.[[""What’s waiting for you back on Mars?""]]\n2.[[""What’s up with you and Meat?""]]"
"Shoot the both of them.","You put two rounds each into both of them. They're both dead before they hit the floor.\n\nWhat now?\n\n1. [[Wait it out.]]\n2. [[Kill yourself.]]\n\n\n"
"""Tempting. It was very, very tempting.""","""Right? She's a total asshole. No doubt about it.""\n\nThe two of you enter the cafeteria and then, after taking a precautionary look around, you go into the kitchen and begin to stuff everything you can get your hands on into the two bags you brought from sickbay: fruit chips, soda, water bottles, pastries, canned soup.\n\nWhen you’ve filled the bags, you leave the cafeteria and make your way to the common room. Strauss, Neil, and Salvucci are waiting. The common room is a circular room with a couch, several chairs, and a large wall-mounted monitor connected a server archive of countless movies, shows, and documentaries.  \n\nOn the back wall, there are portholes—just like on the ships of old that sailed the waters of Earth—where you can gaze into the dark of space.\n\n""Run into any trouble?"" Salvucci asks as you hand him the bag.\n\n""Didn’t see a damn thing,"" Meat says.\n\n""I’m telling you,"" Strauss says, rubbing her bandaged arm, ""we won’t see it until it wants us to see it.""\n\nMeat grumbles something about paranoia and then heads over to the table, where Neil is setting up a checkers board.\n\n""How’s your arm, doctor?"" Salvucci asks.\n\n""Fine, captain. Thank you.""\n\nYou're a bit tired.\n\nWhat should you do?\n\n1. [[Talk to Neil and Meat.]]\n2. [[Take a nap.]]"
"Leave without a word.","You hear him call your name as you turn and begin your sprint down the hall.\n\nIdiot, it says. I offered you evolution, wretch.\n\nBlood drips from your nose. There's a pain in your stomach. You have to hurry.\n\nYou reach the hanger within a minute and seal the door behind you. There's a wetness on your lips now. You taste nickles.\n\nYou approach the hanger door and place your hand over the release button. Your legs go numb and you fall to the floor, hand still held against the button. You press it and close your eyes. There's a whoosing sound as air is sucked past you, stinging your cheeks.\n\nThe first thing you feel is the cold. You open your eyes to see the Speedwell in all its glory as you drift away. The thing in your brain screams in anger and despair, but another voice cuts through. ""Just let go,"" Markie says, her voice free of malice and madness.\n\nYou turn away from your ship and peer out across the ocean of [[stars]] to gaze at the sun in the far distance. It's quite pleasant from afar.\n\nYou take her advice.\n\nThe End\n"
"""It's not getting back up.""","""Either way, we'll burn the corpses. Travis, take care of it.""\n\n""On it,"" Meat says, leaving you two alone.\n\n""Come on, we'll head to the cockpit. See if we can figure out how to fly this thing.""\n\nIf only it were that easy. You and Salvucci discover Neil's console locked.\n\n""Did he ever tell you his password?""\n\n1.[[""He didn't.""]]\n\n"
"""Hush now.""","But he doesn't. ""Doctor Strauss left me here, and...and Markie chased her into the hallway. I can't believe she did that.""\n\nHe turns to you, eyes welling with tears. \n\n1. [[Move to comfort him]]\n2. [[Don't touch him]]"
"""Don't get killed.""","""Will try,"" she says and then takes off running and screaming, ""Help!""\n\n""Five minutes,""  Salvucci says. ""That's all we give her.""\n\nMeat nods. Her footsteps (and screams) trail away.\n\nAfter three minutes, Salvucci says ""She's had enough time. Let's go.""\n\nThe three of you run down the hall to sickbay. She's inside, screwing a hose into a black machine in the corner of the room. She looks up. ""I told you to give me mor--""\n\nShe's interrupted by Markie's descent from the ventilation shaft onto the examination table. She growls at all of you. A giant purple claw has sprouted out of her missing arm. The other arm is rotting, like the rest of her body.\n\n""Prettyprettyprettypretty.""\n\nOut of the corner of your eye, you see the cauterizing saw on the table next to the bed. \n\n1. [[Use the saw.]]\n2. [[Use your gun.]]\n\n"
"StoryAuthor","Javy Gwaltney "
"""You’re welcome.""","Meat lights the rag and then tosses the bottle at the corpses. Ben goes up in flames quickly. The captain isn’t far behind.\n\n""Come on, let’s go,"" Neil says.\n\n""Yes,"" Strauss says. ""Anywhere but here.""\n\n""Sure you don’t want to watch your boyfriend barbecue?""\n\nStrauss gives him a look of pure malice and then walks around the corner.\n\nNeil waits until she’s out of sight. ""What now?""\n\nMeat looks at him. ""We’re not done hunting.""\n\n""Did either of you get the captain’s pistol?""\n\n""Yeah, it didn’t have any ammo in it, though. That’s not good. Man is…was a crackshot. That thing probably soaked up all those bullets like a sponge.""\n\n""We’ll have to improvise.""\n\nThe three of you leave. You don’t look back at the bodies, but you can hear the flesh crackling.\n\nStrauss is waiting for you down the hallway, arms folded, the stony quality of her face fully returned. ""What now?"" she says.\n\n""We find the other one and kill it.""\n\n""Yes, but how, precisely? What’s our strategy?""\n\n1.[[""We need someone in the air ducts.""]]\n\n"
"""Why the long face, cap?""","""Those three people were under my command. Their lives were in my hands. At the very least I made a decision that cost that boy his life. He wasn’t even twenty years old yet.""\n\nYou hear his voice break.\n\n1.[[""I would have made the same choice.""]]\n2.[[""Bear the weight later. There are still lives in danger here.""]]"
"""God damn it.""","""Listen, I know this sucks but look at it this way: you get a cool robo foot now! And some fingers too! And we're all gonna get citations after this at the very least.""\n\n1.[[""Except for the dead.""]]\n2.[[""I better get a lot more than a citation for my goddamn foot.""]]\n"
"Let Salvucci kill you.","Salvucci pulls out pistol and puts a round through Neil's forehead.\n\nYou close your eyes as he points the gun at you. You never open them again.\n\nThe End\n"
"Opt to go home.","""Right. I understand."" She doesn't meet your eyes.\n\nThe cabbie drops you off first at your home in the suburbs.\n\n""Julia,"" Strauss says as you get out of the car. ""Take care, okay?""\n\n1. [[""Thanks, doc.""]]\n2. [[""I will.""]]"
